
Luke Johnson,Luke Johnson,1.0
Luke Kunin,Luke Kunin,1.0
Luke Schenn,Luke Schenn,1.0
Luke Witkowski,Luke Witkowski,1.0
Mackenzie Blackwood,Mackenzie Blackwood,1.0
Mackenzie MacEachern,Mackenzie MacEachern,1.0
Mackenzie Weegar,MacKenzie Weegar,0.9375
Madison Bowey,Madison Bowey,1.0
Magnus Paajarvi,Magnus Paajarvi,1.0
Malcom Subban,Malcolm Subban,0.9629629629629629
Marc Methot,Marc Methot,1.0
Marc Staal,Marc Staal,1.0
MarcAndre Fleury,MarcAndre Fleury,1.0
MarcEdouard Vlasic,MarcEdouard Vlasic,1.0
Marco Scandella,Marco Scandella,1.0
Marcus Foligno,Marcus Foligno,1.0
Marcus Hogberg,Marcus Hogberg,1.0
Marcus Johansson,Marcus Johansson,1.0
Marcus Kruger,Marcus Kruger,1.0
Marcus Pettersson,Marcus Pettersson,1.0
Marcus Sorensen,Marcus Sorensen,1.0
Mario Ferraro,Mario Ferraro,1.0
Mario Kempe,Mario Kempe,1.0
Mark Stone,Mark Alt,0.6666666666666666
Mark Barberio,Mark Barberio,1.0
Mark Borowiecki,Mark Borowiecki,1.0
Mark Giordano,Mark Friedman,0.6923076923076923
Mark Giordano,Mark Giordano C,0.9285714285714286
Mark Jankowski,Mark Jankowski,1.0
Mark Letestu,Mark Letestu,1.0
Mark Pysyk,Mark Pysyk,1.0
Mark Scheifele,Mark Scheifele,1.0
Mark Stone,Mark Stone,1.0
Marko Dano,Marko Daxc5x88o,0.72
Markus Granlund,Markus Granlund,1.0
Markus Hannikainen,Markus Hannikainen,1.0
Markus Nutivaara,Markus Nutivaara,1.0
Martin Frk,Martin Frk,1.0
Martin Hanzal,Martin Hanzal,1.0
Martin Jones,Martin Jones,1.0
Martin Marincin,Martin Marincin,1.0
Martin Necas,Martin Necas,1.0
Mason Appleton,Mason Appleton,1.0
Mathew Barzal,Mathew Barzal,1.0
Mathew Dumba,Mathew Dumba,1.0
Mathieu Joseph,Mathieu Joseph,1.0
Mathieu Perreault,Mathieu Perreault,1.0
Mats Zuccarello,Mats Zuccarello,1.0
Matt Bartkowski,Matt Bartkowski,1.0
Matt Niskanen,Matt Beleskey,0.6153846153846154
Matt Benning,Matt Benning,1.0
Matt Calvert,Matt Calvert,1.0
Matt Cullen,Matt Cullen,1.0
Matt Tennyson,Matt Donovan,0.64
Matt Duchene,Matt Duchene,1.0
Matt Grzelcyk,Matt Grzelcyk,1.0
Matt Hendricks,Matt Hendricks,1.0
Matt Hunwick,Matt Hunwick,1.0
Matt Irwin,Matt Irwin,1.0
Matt Luff,Matt Luff,1.0
Matt Martin,Matt Martin,1.0
Matt Murray,Matt Murray,1.0
Matt Nieto,Matt Nieto,1.0
Matt Niskanen,Matt Niskanen,1.0
Matthew Puempel,Matt Puempel,0.8888888888888888
Matt Read,Matt Read,1.0
Matt Roy,Matt Roy,1.0
Matt Tennyson,Matt Tennyson,1.0
Matthew Highmore,Matthew Highmore,1.0
Matt Nieto,Matthew Nieto,0.8695652173913043
Matthew Peca,Matthew Peca,1.0
Matthew Tkachuk,Matthew Tkachuk,1.0
Mattias Ekholm,Mattias Ekholm,1.0
Mattias Janmark,Mattias Janmark,1.0
Maxime Comtois,Max Comtois,0.88
Max Domi,Max Domi,1.0
Max Jones,Max Jones,1.0
Max Lajoie,Max Lajoie,1.0
Max McCormick,Max McCormick,1.0
Max Pacioretty,Max Pacioretty,1.0
Max Vronneau,Max Veronneau,0.96
Maxim Mamin,Maxim Mamin,1.0
Maxime Comtois,Maxime Comtois,1.0
Maxime Lagace,Maxime Lagace,1.0
Max Lajoie,Maxime Lajoie,0.8695652173913043
Melker Karlsson,Melker Karlsson,1.0
Michael Amadio,Michael Amadio,1.0
Michael Bunting,Michael Bunting,1.0
Michael Chaput,Michael Chaput,1.0
Michael Dal Colle,Michael Dal Colle,1.0
Michael Del Zotto,Michael Del Zotto,1.0
Michael Del Zotto,Michael Dipietro,0.7272727272727273
Michael Frolik,Michael Frolik,1.0
Michael Grabner,Michael Grabner,1.0
Michael Hutchinson,Michael Hutchinson,1.0
Mike Matheson,Michael Matheson,0.8275862068965517
Michael McLeod,Michael McLeod,1.0
Michael Raffl,Michael Raffl,1.0
Michael Rasmussen,Michael Rasmussen,1.0
Michael Stone,Michael Stone,1.0
Michal Kempny,Michal Kempny,1.0
Michal Neuvirth,Michal Neuvirth,1.0
Michael Ferland,Micheal Ferland,0.9333333333333333
Micheal Haley,Micheal Haley,1.0
Mikka Salomaki,Miikka Salomaki,0.9655172413793104
Mika Zibanejad,Mika Zibanejad,1.0
Mikael Backlund,Mikael Backlund,1.0
Mikael Granlund,Mikael Granlund,1.0
Erik Condra,Mike Condon,0.6363636363636364
Mike Green,Mike Green,1.0
Mike Hoffman,Mike Hoffman,1.0
Mike Matheson,Mike Matheson,1.0
Mike McKenna,Mike McKenna,1.0
Mike Reilly,Mike Reilly,1.0
Mike Smith,Mike Smith,1.0
Mikhail Sergachev,Mikhail Sergachev,1.0
Mikhail Sergachev,Mikhail Vorobyev,0.6666666666666666
Mikkel Boedker,Mikkel Boedker,1.0
Mikko Koivu,Mikko Koivu C,0.9166666666666666
Mikko Koskinen,Mikko Koskinen,1.0
Mikko Rantanen,Mikko Rantanen,1.0
Milan Lucic,Milan Lucic,1.0
Miles Wood,Miles Wood,1.0
Mirco Mueller,Mirco Mueller,1.0
Miro Heiskanen,Miro Heiskanen,1.0
Mitchell Marner,Mitch Marner,0.8888888888888888
Mitchell Marner,Mitchell Marner,1.0
Mitchell Stephens,Mitchell Stephens,1.0
Morgan Frost,Morgan Frost,1.0
Morgan Rielly,Morgan Rielly,1.0
Nate Prosser,Nate Prosser,1.0
Nate Schmidt,Nate Schmidt,1.0
Nate Thompson,Nate Thompson,1.0
Nathan Bastian,Nathan Bastian,1.0
Nathan Beaulieu,Nathan Beaulieu,1.0
Nathan MacKinnon,Nathan MacKinnon,1.0
Nathan Walker,Nathan Walker,1.0
Nazem Kadri,Nazem Kadri,1.0
Neal Pionk,Neal Pionk,1.0
Sheldon Dries,Nelson Nogier,0.5384615384615384
Nic Dowd,Nic Dowd,1.0
Nic Petan,Nic Petan,1.0
Nicolas Hague,Nicholas Paul,0.7692307692307693
Nicholas Suzuki,Nicholas Suzuki,1.0
Nick Bjugstad,Nick Bjugstad,1.0
Nick Bonino,Nick Bonino,1.0
Nick Cousins,Nick Cousins,1.0
Nick Foligno,Nick Foligno C,0.9230769230769231
Nick Holden,Nick Holden,1.0
Nick Jensen,Nick Jensen,1.0
Nick Lappin,Nick Lappin,1.0
Nick Leddy,Nick Leddy,1.0
Nick Paul,Nick Paul,1.0
Nick Ritchie,Nick Ritchie,1.0
Nick Schmaltz,Nick Schmaltz,1.0
Nick Seeler,Nick Seeler,1.0
Nick Shore,Nick Shore,1.0
Nicklas Backstrom,Nicklas Backstrom,1.0
Nico Hischier,Nico Hischier,1.0
Nick Shore,Nico Sturm,0.6
Nicolas Hague,Nicolas AubeKubel,0.6666666666666666
Nicolas Deslauriers,Nicolas Deslauriers,1.0
Nicolas Hague,Nicolas Hague,1.0
Nicolas Roy,Nicolas Roy,1.0
Nikita Gusev,Nikita Gusev,1.0
Nikita Kucherov,Nikita Kucherov,1.0
Nikita Scherbak,Nikita Scherbak,1.0
Nikita Soshnikov,Nikita Soshnikov,1.0
Nikita Zadorov,Nikita Zadorov,1.0
Nikita Zaitsev,Nikita Zaitsev,1.0
Niklas Hjalmarsson,Niklas Hjalmarsson,1.0
Niklas Kronwall,Niklas Kronwall,1.0
Nikolai Prokhorkin,Nikolai Prokhorkin,1.0
Nikolaj Ehlers,Nikolaj Ehlers,1.0
Nikolay Goldobin,Nikolay Goldobin,1.0
Nino Niederreiter,Nino Niederreiter,1.0
Noah Dobson,Noah Dobson,1.0
Noah Gregor,Noah Gregor,1.0
Noah Hanifin,Noah Hanifin,1.0
Noah Juulsen,Noah Juulsen,1.0
Noel Acciari,Noel Acciari,1.0
Nolan Patrick,Nolan Patrick,1.0
Oliver Bjorkstrand,Oliver Bjorkstrand,1.0
Oliver EkmanLarsson,Oliver EkmanLarsson C,0.95
Oliver Kylington,Oliver Kylington,1.0
Olli Maatta,Olli Maatta,1.0
Ondrej Kase,Ondrej Kase,1.0
Ondrej Palat,Ondrej Palat,1.0
Oscar Fantenberg,Oscar Fantenberg,1.0
Oscar Klefbom,Oscar Klefbom,1.0
Oscar Lindberg,Oscar Lindberg,1.0
Oskar Lindblom,Oskar Lindblom,1.0
Oskar Sundqvist,Oskar Sundqvist,1.0
Otto Leskinen,Otto Leskinen,1.0
P.K. Subban,P.K. Subban,1.0
Par Lindholm,Par Lindholm,1.0
Patrick Maroon,Pat Maroon,0.8333333333333334
Patric Hornqvist,Patric Hornqvist,1.0
Patrice Bergeron,Patrice Bergeron,1.0
Patrick Eaves,Patrick Eaves,1.0
Patrick Kane,Patrick Kane,1.0
Patrick Marleau,Patrick Marleau,1.0
Patrick Russell,Patrick Russell,1.0
Patrik Berglund,Patrik Berglund,1.0
Patrik Laine,Patrik Laine,1.0
Patrick Nemeth,Patrik Nemeth,0.9629629629629629
Paul Byron,Paul Byron,1.0
Paul Carey,Paul Carey,1.0
Paul LaDue,Paul LaDue,1.0
Paul Stastny,Paul Stastny,1.0
Pavel Buchnevich,Pavel Buchnevich,1.0
Pavel Francouz,Pavel Francouz,1.0
Pavel Zacha,Pavel Zacha,1.0
Pekka Rinne,Pekka Rinne,1.0
Peter Budaj,Peter Budaj,1.0
Peter Cehlarik,Peter Cehlarik,1.0
Petr Mrazek,Petr Mrazek,1.0
Pheonix Copley,Pheonix Copley,1.0
Phil Kessel,Phil Kessel,1.0
Philip Varone,Phil Varone,0.9166666666666666
Philipp Grubauer,Philipp Grubauer,1.0
Philippe Myers,Philippe Myers,1.0
Phillip Danault,Phillip Danault,1.0
Phillip Di Giuseppe,Phillip Di Giuseppe,1.0
Pierre Engvall,Pierre Engvall,1.0
P. Bellemare,PierreEdouard Bellemare,0.6285714285714286
PierreLuc Dubois,PierreLuc Dubois,1.0
Pontus Aberg,Pontus Aberg,1.0
Quinn Hughes,Quinn Hughes,1.0
Radek Faksa,Radek Faksa,1.0
Radim Simek,Radim Simek,1.0
Radko Gudas,Radko Gudas,1.0
Rasmus Andersson,Rasmus Andersson,1.0
Rasmus Asplund,Rasmus Asplund,1.0
Rasmus Dahlin,Rasmus Dahlin,1.0
Rasmus Ristolainen,Rasmus Ristolainen,1.0
Will Butcher,Reid Boucher,0.6666666666666666
Reilly Smith,Reilly Smith,1.0
Tyler Pitlick,Rem Pitlick,0.75
Remi Elie,Remi Elie,1.0
Richard Bachman,Richard Bachman,1.0
Richard Panik,Richard Panik,1.0
Rickard Rakell,Rickard Rakell,1.0
Riley Barber,Riley Barber,1.0
Riley Nash,Riley Nash,1.0
Riley Sheahan,Riley Sheahan,1.0
Riley Sheahan,Riley Stillman,0.6666666666666666
Robby Fabbri,Robby Fabbri,1.0
Robert Bortuzzo,Robert Bortuzzo,1.0
Robert Hagg,Robert Hagg,1.0
Robert Thomas,Robert Thomas,1.0
Roberto Luongo,Roberto Luongo,1.0
Robin Lehner,Robin Lehner,1.0
Rocco Grimaldi,Rocco Grimaldi,1.0
Roman Josi,Roman Josi C,0.9090909090909091
Roman Polak,Roman Polak,1.0
Ron Hainsey,Ron Hainsey,1.0
Roope Hintz,Roope Hintz,1.0
Ross Johnston,Ross Johnston,1.0
Rourke Chartier,Rourke Chartier,1.0
Rudolfs Balcers,Rudolfs Balcers,1.0
Ryan Callahan,Ryan Callahan,1.0
Ryan Carpenter,Ryan Carpenter,1.0
Ryan Donato,Ryan Donato,1.0
Ryan Dzingel,Ryan Dzingel,1.0
Ryan Ellis,Ryan Ellis,1.0
Ryan Getzlaf,Ryan Getzlaf C,0.9230769230769231
Ryan Graves,Ryan Graves,1.0
Ryan Hartman,Ryan Hartman,1.0
Ryan Johansen,Ryan Johansen,1.0
Ryan Kesler,Ryan Kesler,1.0
Ryan Kuffner,Ryan Kuffner,1.0
Ryan Lindgren,Ryan Lindgren,1.0
Ryan Strome,Ryan Lomberg,0.6956521739130435
Ryan McDonagh,Ryan McDonagh,1.0
Ryan Miller,Ryan Miller,1.0
Ryan Murphy,Ryan Murphy,1.0
Ryan Murray,Ryan Murray,1.0
Ryan NugentHopkins,Ryan NugentHopkins,1.0
Ryan OReilly,Ryan OReilly,1.0
Ryan Poehling,Ryan Poehling,1.0
Ryan Pulock,Ryan Pulock,1.0
Ryan Reaves,Ryan Reaves,1.0
Ryan Spooner,Ryan Spooner,1.0
Ryan Strome,Ryan Strome,1.0
Ryan Suter,Ryan Suter,1.0
Saku Maenalanen,Saku Maenalanen,1.0
Sam Bennett,Sam Bennett,1.0
Sam Carrick,Sam Carrick,1.0
Sam Gagner,Sam Gagner,1.0
Sam Lafferty,Sam Lafferty,1.0
Sam Steel,Sam Montembeault,0.64
Sam Reinhart,Sam Reinhart,1.0
Sam Steel,Sam Steel,1.0
Sami Niku,Sami Niku,1.0
Sami Vatanen,Sami Vatanen,1.0
Samuel Blais,Sammy Blais,0.782608695652174
Samuel Girard,Samuel Girard,1.0
Samuel Morin,Samuel Morin,1.0
Scott Darling,Scott Darling,1.0
Scott Harrington,Scott Harrington,1.0
Scott Laughton,Scott Laughton,1.0
Scott Mayfield,Scott Mayfield,1.0
Scott Wilson,Scott Wilson,1.0
Sean Couturier,Sean Couturier,1.0
Sean Kuraly,Sean Kuraly,1.0
Sean Monahan,Sean Monahan,1.0
Sean Walker,Sean Walker,1.0
Sebastian Aho,Sebastian Aho,1.0
Semyon Varlamov,Semyon Varlamov,1.0
Sergei Bobrovsky,Sergei Bobrovsky,1.0
Seth Jones,Seth Jones,1.0
Shayne Gostisbehere,Shayne Gostisbehere,1.0
Shea Theodore,Shea Theodore,1.0
Shea Weber,Shea Weber C,0.9090909090909091
Sheldon Dries,Sheldon Dries,1.0
Sheldon Dries,Sheldon Rempal,0.6666666666666666
Sidney Crosby,Sidney Crosby C,0.9285714285714286
Slater Koekkoek,Slater Koekkoek,1.0
Sonny Milano,Sonny Milano,1.0
Stefan Elliott,Stefan Elliott,1.0
Stefan Noesen,Stefan Noesen,1.0
Steven Stamkos,Stephen Gionta,0.5714285714285714
Steven Fogarty,Steven Fogarty,1.0
Steven Kampfer,Steven Kampfer,1.0
Steve Santini,Steven Santini,0.9629629629629629
Steven Stamkos,Steven Stamkos C,0.9333333333333333
Sven Andrighetto,Sven Andrighetto,1.0
Sven Baertschi,Sven Baertschi,1.0
T.J. Brodie,T.J. Brodie,1.0
T.J. Oshie,T.J. Oshie,1.0
Tage Thompson,Tage Thompson,1.0
Tanner Fritz,Tanner Fritz,1.0
Tanner Pearson,Tanner Pearson,1.0
Taro Hirose,Taro Hirose,1.0
Taylor Fedun,Taylor Fedun,1.0
Taylor Hall,Taylor Hall,1.0
Teddy Blueger,Teddy Blueger,1.0
Teuvo Teravainen,Teuvo Teravainen,1.0
Thatcher Demko,Thatcher Demko,1.0
Thomas Chabot,Thomas Chabot,1.0
Thomas Greiss,Thomas Greiss,1.0
Thomas Hickey,Thomas Hickey,1.0
Thomas Vanek,Thomas Vanek,1.0
Tim Heed,Tim Heed,1.0
Tim Schaller,Tim Schaller,1.0
Timo Meier,Timo Meier,1.0
Tim Gettinger,Timothy Gettinger,0.8666666666666667
Tobias Rieder,Tobias Rieder,1.0
Tom Kuhnhackl,Tom Kuhnhackl,1.0
Tom Pyatt,Tom Pyatt,1.0
Tom Wilson,Tom Wilson,1.0
Tomas Hertl,Tomas Hertl,1.0
Tomas Hyka,Tomas Hyka,1.0
Tomas Nosek,Tomas Nosek,1.0
Thomas Vanek,Tomas Plekanec,0.6923076923076923
Tomas Tatar,Tomas Tatar,1.0
Torey Krug,Torey Krug,1.0
Travis Boyd,Travis Boyd,1.0
Travis Dermott,Travis Dermott,1.0
Travis Hamonic,Travis Hamonic,1.0
Travis Konecny,Travis Konecny,1.0
Travis Sanheim,Travis Sanheim,1.0
Travis Zajac,Travis Zajac,1.0
Trent Frederic,Trent Frederic,1.0
Trevor Carrick,Trevor Carrick,1.0
Trevor Daley,Trevor Daley,1.0
Trevor Lewis,Trevor Lewis,1.0
Trevor Moore,Trevor Moore,1.0
Trevor Van Riemsdyk,Trevor van Riemsdyk,0.9473684210526315
Tristan Jarry,Tristan Jarry,1.0
Troy Brouwer,Troy Brouwer,1.0
Troy Stecher,Troy Stecher,1.0
Troy Terry,Troy Terry,1.0
Tucker Poolman,Tucker Poolman,1.0
Tuukka Rask,Tuukka Rask,1.0
Ty Rattie,Ty Rattie,1.0
Tyler Bertuzzi,Tyler Bertuzzi,1.0
Tyler Bozak,Tyler Bozak,1.0
Tyler Ennis,Tyler Ennis,1.0
Tyler Johnson,Tyler Johnson,1.0
Tyler Lewington,Tyler Lewington,1.0
Tyler Motte,Tyler Motte,1.0
Tyler Myers,Tyler Myers,1.0
Tyler Pitlick,Tyler Pitlick,1.0
Tyler Seguin,Tyler Seguin,1.0
Tyler Toffoli,Tyler Toffoli,1.0
Trevor Moore,Tyrell Goulbourne,0.5517241379310345
Tyson Barrie,Tyson Barrie,1.0
Tyson Jost,Tyson Jost,1.0
Urho Vaakanainen,Urho Vaakanainen,1.0
Valentin Zykov,Valentin Zykov,1.0
Valeri Nichushkin,Valeri Nichushkin,1.0
Valtteri Filppula,Valtteri Filppula,1.0
Victor Hedman,Victor Hedman,1.0
Victor Mete,Victor Mete,1.0
Victor Olofsson,Victor Olofsson,1.0
Victor Rask,Victor Rask,1.0
Viktor Arvidsson,Viktor Arvidsson,1.0
Vince Dunn,Vince Dunn,1.0
Vincent Trocheck,Vincent Trocheck,1.0
Vinni Lettieri,Vinni Lettieri,1.0
Vincent Hinostroza,Vinnie Hinostroza,0.8571428571428571
Vitaly Abramov,Vitaly Abramov,1.0
Vladimir Sobotka,Vladimir Sobotka,1.0
Vladimir Tarasenko,Vladimir Tarasenko,1.0
Vladislav Gavrikov,Vladislav Gavrikov,1.0
Vladislav Kamenev,Vladislav Kamenev,1.0
Vladislav Kamenev,Vladislav Namestnikov,0.7894736842105263
Wade Megan,Wade Megan,1.0
Warren Foegele,Warren Foegele,1.0
Wayne Simmonds,Wayne Simmonds,1.0
Will Butcher,Will Butcher,1.0
William Carrier,William Borgen,0.6896551724137931
William Carrier,William Carrier,1.0
William Karlsson,William Karlsson,1.0
William Nylander,William Nylander,1.0
Xavier Ouellet,Xavier Ouellet,1.0
David Krejci,Yakov Trenin,0.5
Yanni Gourde,Yanni Gourde,1.0
Yannick Weber,Yannick Weber,1.0
Zach Parise,Zac Dalpe,0.6
Zac Rinaldo,Zac Rinaldo,1.0
Zachary AstonReese,Zach AstonReese,0.9090909090909091
Zach Bogosian,Zach Bogosian,1.0
Zach Hyman,Zach Hyman,1.0
Zach Parise,Zach Parise,1.0
Zach Sanford,Zach Sanford,1.0
Zach Trotman,Zach Trotman,1.0
Zachary Werenski,Zach Werenski,0.896551724137931
Zachary AstonReese,Zachary AstonReese,1.0
Zachary Werenski,Zachary Senyshyn,0.6875
Zack Kassian,Zack Kassian,1.0
Zack MacEwen,Zack MacEwen,1.0
Zack Smith,Zack Smith,1.0
Zdeno Chara,Zdeno Chara C,0.9166666666666666
Zemgus Girgensons,Zemgus Girgensons,1.0
