alcornstate,AlcornState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('AlcornState', 'alcornstate' );"
arkansasstate,ArkansasState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('ArkansasState', 'arkansasstate' );"
ballstate,BallState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('BallState', 'ballstate' );"
belmont,Belmont,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Belmont', 'belmont' );"
brown,Brown,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Brown', 'brown' );"
butler,Butler,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Butler', 'butler' );"
clevelandstate,ClevelandState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('ClevelandState', 'clevelandstate' );"
colgate,Colgate,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Colgate', 'colgate' );"
colorado,Colorado,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Colorado', 'colorado' );"
columbia,Columbia,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Columbia', 'columbia' );"
coppinstate,CoppinState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('CoppinState', 'coppinstate' );"
creighton,Creighton,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Creighton', 'creighton' );"
denver,Denver,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Denver', 'denver' );"
easternillinois,EasternIllinois,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('EasternIllinois', 'easternillinois' );"
easternkentucky,EasternKentucky,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('EasternKentucky', 'easternkentucky' );"
floridaam,FloridaAM,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('FloridaAM', 'floridaam' );"
floridaatlantic,FloridaAtlantic,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('FloridaAtlantic', 'floridaatlantic' );"
floridagulfcoast,FloridaGulfCoast,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('FloridaGulfCoast', 'floridagulfcoast' );"
gardnerwebb,GardnerWebb,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('GardnerWebb', 'gardnerwebb' );"
harvard,Harvard,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Harvard', 'harvard' );"
howard,Howard,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Howard', 'howard' );"
illinoisstate,IllinoisState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('IllinoisState', 'illinoisstate' );"
incarnateword,IncarnateWord,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('IncarnateWord', 'incarnateword' );"
indiana,Indiana,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Indiana', 'indiana' );"
indianastate,IndianaState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('IndianaState', 'indianastate' );"
iowastate,IowaState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('IowaState', 'iowastate' );"
jacksonstate,JacksonState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('JacksonState', 'jacksonstate' );"
kansasstate,KansasState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('KansasState', 'kansasstate' );"
liberty,Liberty,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Liberty', 'liberty' );"
longwood,Longwood,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Longwood', 'longwood' );"
louisville,Louisville,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Louisville', 'louisville' );"
loyolamarymount,LoyolaMarymount,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('LoyolaMarymount', 'loyolamarymount' );"
marquette,Marquette,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Marquette', 'marquette' );"
michigan,Michigan,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Michigan', 'michigan' );"
minnesota,Minnesota,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Minnesota', 'minnesota' );"
montana,Montana,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Montana', 'montana' );"
moreheadstate,MoreheadState,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('MoreheadState', 'moreheadstate' );"
navy,Navy,1,," Insert Into NCAA_Vegas_Teams_Mapping VALUES ('Navy', 'navy' );"
