"","GameDate","HomeTeam","R3.x","L3.x","C3.x","IP.x","RC3.x","LC3.x","B3.x","L2.x","R2.x","C2.x","Made.Shot.x","Missed.Shot.x","R3.y","L3.y","C3.y","IP.y","RC3.y","LC3.y","B3.y","L2.y","R2.y","C2.y","Made.Shot.y","Missed.Shot.y"
"618","2018-11-14","BKN",6.6,9,5,51.2,2.6,1.8,0,4.2,4.8,3.4,1,0,13.8,13.6,9.6,40.2,5.4,3.8,0.6,7,6.4,5.2,0,1
"619","2018-11-04","BKN",7,9.75,6,49,2.75,2,0,4,5,3,1,0,13.5,14,9.75,40.75,5.5,4.25,0.5,6,6.5,6,0,1
"620","2018-11-02","BKN",5.33333333333333,10,6.33333333333333,49,3.33333333333333,2,0,4.66666666666667,6,3.33333333333333,1,0,12.3333333333333,14.6666666666667,10.6666666666667,41.3333333333333,5.66666666666667,4.33333333333333,0.666666666666667,7,8,7.66666666666667,0,1
"621","2018-10-31","BKN",6,11,7,48.5,2,2.5,0,5,8.5,3,1,0,11,13.5,11,37,5,5,1,7.5,9,9,0,1
"622","2018-10-28","BKN",7,10,6,60,2,1,0,4,7,4,1,0,15,15,11,50,4,4,0,8,8,13,0,1
"623","2019-11-08","WAS",16.6666666666667,27.3333333333333,10.6666666666667,90.6666666666667,2.66666666666667,4,0,8,15.3333333333333,7.33333333333333,1,0,32.6666666666667,27.3333333333333,10.6666666666667,76,4,8,0,6.66666666666667,13.3333333333333,5.33333333333333,0,1
"624","2019-11-04","WAS",19,29,14,95,4,5,0,9,14,8,1,0,35,34,9,63,5,6,0,7,13,7,0,1
"625","2019-11-02","WAS",26,38,12,110,8,0,0,6,12,6,1,0,34,34,6,54,6,8,0,2,8,4,0,1
"626","2019-04-09","WAS",8.2,7.4,3.4,63,1.4,2.2,0,3.2,7.4,2.4,1,0,16,19,7,39.6,2.2,3.6,0.2,7.4,9,3.4,0,1
"627","2019-04-05","WAS",9.2,7.4,5.6,66.2,2,2,0,4,6.2,2.2,1,0,19.2,17.4,8,43.4,2,4.6,0,7,7.2,4.4,0,1
"628","2019-04-03","WAS",10.2,8.2,6.2,62.2,2.4,2.4,0,5,6,1.4,1,0,18.8,17.2,8,42.6,3.2,3.4,0.4,7.8,6.4,4.4,0,1
"629","2019-03-23","WAS",9.6,7.6,7.2,63,2.6,2.2,0,4.4,5,1.8,1,0,18,15.8,8,42.6,4.2,3.4,0.4,9,7.4,4,0,1
"630","2019-03-21","WAS",9.8,9,6.4,64,3.2,1.8,0,4,6.6,1.8,1,0,19,15.8,8,45.4,3.8,5,0.6,8.4,8.2,4.8,0,1
"631","2019-03-18","WAS",11,9.8,5,67.4,3.4,3,0,4,7,1.8,1,0,21,15.8,7.8,46.8,3.6,5.2,1,7.6,7.6,4.8,0,1
"632","2019-03-16","WAS",10.2,9.4,3.6,72.2,3,2.8,0,3.6,6.4,1.6,1,0,18.6,17,7.8,46.4,4.6,5,1,7.6,8.2,4,0,1
"633","2019-03-15","WAS",10,10.6,3.8,72.4,2.2,2.8,0,3,7.2,3.2,1,0,18.2,17.2,9,42.2,3.6,6.6,0.6,7,7.6,4.6,0,1
"634","2019-03-13","WAS",10.75,12,3.5,75.5,2,3.25,0,3.25,8,3.25,1,0,19.25,17.75,9,40.25,3.25,7.5,0.75,6.25,7,5,0,1
"635","2019-03-11","WAS",11.6666666666667,10.6666666666667,4,78.3333333333333,1.66666666666667,4,0,3.66666666666667,6.66666666666667,4.33333333333333,1,0,17.3333333333333,19,10.6666666666667,38,4.33333333333333,6.66666666666667,0.666666666666667,5.66666666666667,7.33333333333333,3.33333333333333,0,1
"636","2019-03-06","WAS",10.3333333333333,9.33333333333333,4.66666666666667,73.6666666666667,1.66666666666667,3.66666666666667,0,4.33333333333333,6,3.33333333333333,1,0,18,19,10.3333333333333,41.6666666666667,3.66666666666667,8.66666666666667,0,6,7.33333333333333,4.33333333333333,0,1
"637","2019-03-03","WAS",11,10.75,4,62.25,3.25,4.5,0,5,4.75,3.5,1,0,22.75,17,11.25,39.75,1.75,7.25,0.5,8.25,6.75,3.75,0,1
"638","2019-02-23","WAS",9.25,9.5,3.5,58.5,4.75,4.75,0,5.25,4.5,2.25,1,0,23.5,16.75,10.75,41,1.5,5.25,0.5,9,7,4,0,1
"639","2019-02-08","WAS",6.6,9.2,4.2,58,5.8,3.4,0,5.6,4.8,2,1,0,18.6,16,10.4,39.4,3,5,0.6,8,9,3.2,0,1
"640","2019-02-04","WAS",8,6.8,4.6,56,4.6,3,0,5.4,6.2,2,1,0,16.8,16,8.6,41.2,3.4,4.8,1,9,10.6,3.4,0,1
"641","2019-02-02","WAS",8,8.8,4.8,59.8,4.8,2.2,0,4,7.4,1.6,1,0,15.8,17.6,7.2,42.6,3.8,6,0.6,8.6,12.8,3.8,0,1
"642","2019-01-30","WAS",8.8,9.4,6,59.4,5.2,2.2,0,4.2,6.6,1,1,0,15.6,17.6,7.4,43,4,7.2,0.6,8.4,13.4,3.4,0,1
"643","2019-01-24","WAS",9.6,9.4,7.4,59.8,3.8,1.8,0,3.2,8,1.6,1,0,15,17.8,6.4,45.6,4.4,7.2,0.6,9.6,13,4.6,0,1
"644","2019-01-21","WAS",10,9.2,6.2,63.2,3.2,2.6,0,2.8,6.6,2.2,1,0,14.6,18.2,7.2,49.2,4.2,6,0.6,10.4,11.8,4.4,0,1
"645","2019-01-17","WAS",10.4,11,5.6,65.6,3,2.6,0,2.8,5.2,2.2,1,0,14.2,18.6,8.2,47.6,3.8,6.4,0.2,9.2,9.4,4.2,0,1
"646","2019-01-13","WAS",9.2,7.8,5.6,60.4,3.2,2.6,0,3.4,3.6,2.4,1,0,12.8,15.8,9.6,47,4.8,5.4,0.2,8.6,7.6,3.4,0,1
"647","2019-01-11","WAS",9.6,6.8,5.6,69.4,2.6,2.4,0,3.6,4,2.6,1,0,13.4,16.8,8.6,52,6.2,5,0.4,9.8,7.2,3.6,0,1
"648","2019-01-09","WAS",9.6,6.2,4.6,70.8,3.4,2.6,0,4.2,2.4,2.8,1,0,14.8,17.2,7.6,51,5.8,5,0.4,9,5.8,2.8,0,1
"649","2019-01-02","WAS",9,7.2,5.6,70,3.2,2.2,0,5,3.4,2,1,0,18,16.8,5.8,46.6,6,5.8,0.4,9.6,6.8,2.2,0,1
"650","2018-12-29","WAS",6.6,6.8,5.8,67,3.4,2.6,0,5.4,4.4,1.6,1,0,19,16.8,5.4,45.8,6.8,4.8,0.4,9.8,7.2,2.4,0,1
"651","2018-12-28","WAS",6.5,7.75,6.25,71.25,3,2.75,0,5.5,5.25,1.5,1,0,20.25,19,4,46,6.5,4.75,0.5,10,6.75,2.75,0,1
"652","2018-12-22","WAS",7.2,9.6,6.6,69.2,1.8,3.2,0,6.6,5.4,2,1,0,20.4,17.2,5.6,39.2,6.2,5.8,0.2,7.4,7.6,3,0,1
"653","2018-12-16","WAS",8,11.8,6.4,66.2,1,3.4,0,6.4,6,1.6,1,0,19.6,17.2,8.6,39.6,5.2,5.4,0.6,8,9,2.8,0,1
"654","2018-12-12","WAS",9.4,12,5.6,65.6,1.4,3.2,0,5.4,6.4,1.6,1,0,18,16.2,10.4,41.8,4.8,5.2,0.4,7.6,10,3.2,0,1
"655","2018-12-01","WAS",9.8,11.2,4.8,65.2,1.6,2.6,0,5.6,6.4,2.6,1,0,18,16,9.4,45.2,4.2,5.4,0.6,6.6,10.6,4.2,0,1
"656","2018-11-26","WAS",8.8,10.2,3.8,61,3.4,2.2,0,7,7.8,2.8,1,0,16.2,19.6,9.4,45.8,2.8,4.6,0.8,7.8,10.2,3.6,0,1
"657","2018-11-24","WAS",8.8,9,3.4,55,4,2.8,0,5.8,7.8,2.6,1,0,14.2,19.4,8,47.6,2.8,5.8,1,7.8,9.4,3.8,0,1
"658","2018-11-20","WAS",7.4,6.6,3.2,56.8,4,2.8,0,6.6,7.8,2.2,1,0,14.6,21.4,5.6,48.6,3.2,6.2,0.6,8.2,9.6,4.4,0,1
"659","2018-11-18","WAS",7.6,5.4,3.4,57.2,3.8,2.6,0,7.8,8.4,2.6,1,0,15,22,4,46.2,4.8,5.6,0.8,6.8,8.2,4.2,0,1
"660","2018-11-16","WAS",8.6,6,3.8,58.6,4.8,2.8,0,7.2,8.2,2,1,0,14,21.2,6.6,46.2,5.6,7.2,0.6,7.8,8.6,3,0,1
"661","2018-11-14","WAS",9.8,6,4,60.2,3.2,2.2,0,6.8,6.6,1.4,1,0,14.4,19.8,6.6,49,5.2,6.8,0.6,7.6,9,3.6,0,1
"662","2018-11-12","WAS",10,5.25,3.5,63.75,2.75,1.75,0,7.25,6.25,1.25,1,0,16,21,7.25,50.5,5,6,0.5,7.25,9.5,3.5,0,1
"663","2018-11-04","WAS",11.3333333333333,6,4,61.6666666666667,3.33333333333333,1.33333333333333,0,6.66666666666667,6,1.33333333333333,1,0,15,19,8.33333333333333,48.6666666666667,5.66666666666667,6.33333333333333,0.666666666666667,5.66666666666667,8.66666666666667,3.33333333333333,0,1
"664","2018-11-02","WAS",11,6,3.5,61.5,4,1,0,6.5,3.5,1,1,0,14,19.5,11,53.5,3.5,8,0.5,7.5,9,3.5,0,1
"665","2018-10-20","WAS",11,5,4,62,1,1,0,10,1,0,1,0,16,25,6,55,0,5,1,6,8,6,0,1
"666","2019-11-13","POR",10.75,10.75,8.5,74.75,4.75,5,0,3.25,4,4,1,0,14,18,14.5,65.5,6,7,0,7.5,11.25,6.75,0,1
"667","2019-11-10","POR",12.3333333333333,11.6666666666667,9.66666666666667,81.6666666666667,5.33333333333333,6.33333333333333,0,4,3,4.66666666666667,1,0,13.6666666666667,18.3333333333333,15,70.3333333333333,7.66666666666667,6.66666666666667,0,8.33333333333333,13,7.33333333333333,0,1
"668","2019-11-08","POR",16,12,12,100,7,8,0,4,4,6,1,0,16,20,16,81,10,10,0,9,13,9,0,1
"669","2019-11-02","POR",12,8,16,76,6,8,0,8,2,4,1,0,20,18,12,84,8,12,0,14,18,10,0,1
"670","2019-04-10","POR",7.6,7.8,6.2,61.8,2.8,3.6,0,4.4,5,5,1,0,15.4,14.2,10.6,50,4.8,5,0.6,4.6,7,3.4,0,1
"671","2019-04-07","POR",7.2,7.8,7.4,59,2.6,4.4,0,4.6,5,5.2,1,0,14.6,14,10.6,45.8,4.6,6.2,0.8,5.2,8.4,4,0,1
"672","2019-04-03","POR",7.8,7.2,7.6,57.6,2.4,3.2,0,5.2,6.2,5.8,1,0,14.6,12.8,9.2,48.2,4,6,1,6.4,7.2,4.6,0,1
"673","2019-03-25","POR",7,7.6,6,58.6,2.6,2.4,0,5.8,5.6,2.8,1,0,13.4,10.2,8.4,50,5.2,7.8,1.2,6.2,6.4,4,0,1
"674","2019-03-23","POR",7.25,6.75,6.5,58.75,2.75,2,0,5.75,6,3.25,1,0,12.75,11.5,8.5,53.25,5.75,7.75,1.25,6.75,7,4,0,1
"675","2019-03-20","POR",5.33333333333333,7.66666666666667,6,56,2,2.33333333333333,0,5.66666666666667,5,3.33333333333333,1,0,12.6666666666667,10,8.33333333333333,53.3333333333333,6,8,1,8.33333333333333,6.33333333333333,5,0,1
"676","2019-03-18","POR",6,7,4.5,62,1.5,1,0,5.5,6,3,1,0,12.5,11,8,60,7.5,8.5,1,8.5,3.5,5.5,0,1
"677","2019-03-09","POR",7.5,8.5,4.5,46.5,1,3,0,6,5.5,5.5,1,0,17,9,9,50,7.5,9,0.5,6,6,5,0,1
"678","2019-03-07","POR",9,8.5,5,44.5,1,4,0,8.5,7.5,6,1,0,15.5,10,6.5,37,3,4,0,10,6.5,5.5,0,1
"679","2019-02-13","POR",9.2,7.6,3.6,53.6,1.4,2.4,0,6.2,5,3.4,1,0,14.6,15,5.6,37.8,3,2.2,0.2,9.6,5,3.8,0,1
"680","2019-02-07","POR",9.8,7.8,4,56.4,1,2.2,0,5,4.8,3.8,1,0,14,14.6,6.6,44.2,3.6,2.6,0.2,8.8,5.4,4,0,1
"681","2019-02-05","POR",11.8,7,4.4,54.8,0.6,2.4,0,4.6,6.2,3.8,1,0,14.2,14.8,5.6,45,4.2,2.8,0.2,8.2,5.4,4.2,0,1
"682","2019-01-30","POR",11.2,7.4,4,56.6,0.6,2.6,0,4.8,5.4,5.4,1,0,13.2,14,6.2,47.2,3.6,2.6,0,7.4,5.4,4.6,0,1
"683","2019-01-26","POR",9.6,8.8,4.2,57,0.6,1.8,0,4.6,5,6.6,1,0,13.6,13.2,6.8,47,3.4,2.8,0,9.4,5.8,5.4,0,1
"684","2019-01-18","POR",8.2,9,5.8,56.8,1.6,1.6,0,4.2,4.4,6.6,1,0,13.8,12.8,7.6,48.4,4.2,2.6,0,8.2,5.2,4.8,0,1
"685","2019-01-16","POR",6.8,8,5.4,52.4,2,1.8,0,3.8,4.4,6.8,1,0,14,13.2,7,44.2,5,2.6,0,7.2,6,5.6,0,1
"686","2019-01-11","POR",5.6,7.6,6.4,54,2,1.4,0,4.8,2.8,7,1,0,16.8,13.8,7,44.4,4.6,2.4,0,6.4,8.2,6.6,0,1
"687","2019-01-09","POR",5.6,7.2,6.2,50,2.2,1,0,5,4,6.4,1,0,16.4,13.8,6.8,42.8,5.6,2.8,0.2,6.2,8.6,7.2,0,1
"688","2019-01-07","POR",6.2,7.2,6.4,52.8,3.2,1.6,0,4.4,5,5.8,1,0,15.8,15.8,9,44.2,5.4,3.4,0.4,5.6,9.2,7.2,0,1
"689","2019-01-05","POR",7.8,6,5.4,51.2,2.8,2.8,0,5.2,5.2,5.6,1,0,15.6,14.2,8.8,41.6,4.4,4.6,0.4,5.4,10.8,8.6,0,1
"690","2019-01-04","POR",8,6.8,5.8,49.8,2.8,2.4,0,5.4,5,6,1,0,16.4,16.4,8.8,42.2,3.4,3.8,0.4,5.2,9.8,8.8,0,1
"691","2018-12-30","POR",8.4,8.4,4.6,52,3.4,3.2,0,3.6,5.6,5.4,1,0,12.4,14.8,8.4,42.4,3.2,4.6,0.8,5.8,7.4,9.4,0,1
"692","2018-12-29","POR",8,8,5.2,52.6,3.4,3,0,4.2,6,4.8,1,0,13,15,7.8,44.2,2.2,5,0.6,7.2,6.6,8.6,0,1
"693","2018-12-23","POR",7,7.2,4.6,50.2,2.6,2.6,0,4.8,5,4.4,1,0,12.4,14.4,5.4,41,3,4.4,0.4,6.4,6.8,8.4,0,1
"694","2018-12-21","POR",5.6,7.4,4.8,52.2,2.4,2,0,4.2,5.2,3.6,1,0,11.4,14.8,4.8,43,3.2,3.6,0.4,6.6,5.2,7.4,0,1
"695","2018-12-19","POR",6.2,9.4,5.8,51,2,2.2,0,4.6,5,2.6,1,0,10.8,12.8,6,40.6,3,4.4,0.4,7,6,5.6,0,1
"696","2018-12-14","POR",5.2,7.8,5.8,50.8,1.4,1.4,0,6.6,4.6,3.4,1,0,12,14.2,6.6,40.2,4.4,5.6,0.4,8.4,6.2,5.4,0,1
"697","2018-12-08","POR",6.6,8.8,5.4,48.8,1.4,1.2,0,5.6,4.6,3.2,1,0,13.2,13.8,8,37.6,5.8,5.4,0.4,7.8,7.6,5.4,0,1
"698","2018-12-06","POR",7.2,9.2,5.4,49.8,1.4,1.4,0,5.6,4.8,3.8,1,0,11.4,13.8,9.4,43.8,5,5.4,0.4,7,7.6,5.6,0,1
"699","2018-11-30","POR",8.4,9.8,6.2,46.2,1.4,1.4,0,5.2,5.6,5,1,0,13.6,13.6,11.8,41.6,5,5.2,0.4,7,7.6,5.4,0,1
"700","2018-11-28","POR",7,7.4,5,48.2,1.6,1.4,0,4.6,5.2,5,1,0,14.6,13.8,11,42.8,5.4,5.4,0.6,7,7.4,8,0,1
"701","2018-11-25","POR",7.2,7.2,4.4,49.4,2,1.6,0,2.8,5.6,4.4,1,0,14.2,14.2,10.8,45.4,4.2,3.8,0.2,5.6,6.8,7,0,1
"702","2018-11-11","POR",6.6,6.6,4.8,54.2,2.6,2.2,0,3,4.2,5,1,0,14,14.8,11.2,49,3.2,3.4,0.2,5.8,6.4,7,0,1
"703","2018-11-08","POR",6.4,9.2,5,55.4,3,3,0,3.2,4,5.2,1,0,17.6,15.2,10.8,48.8,3.8,3.8,0.2,7.4,6.6,7.6,0,1
"704","2018-11-06","POR",6,8.6,5.6,56.2,3,2.8,0,5.2,3.6,4,1,0,16.4,14.8,9,49.2,3.8,3.2,0.4,8,8.8,9,0,1
"705","2018-11-04","POR",7.4,9.2,5.2,59.6,3.2,3,0,6,3.4,3.4,1,0,15.2,15.4,10,49.8,4.2,3,0.4,7.2,8,7.6,0,1
"706","2018-11-03","POR",7.75,10.5,6,57.75,3.5,3.5,0,7,2.75,3.25,1,0,15.5,15,10.5,50,4.5,3,0.5,7.75,9,8,0,1
"707","2018-11-01","POR",7.33333333333333,11.3333333333333,6.33333333333333,57.6666666666667,3,3.33333333333333,0,7.66666666666667,3.33333333333333,3,1,0,15,15,10.6666666666667,49,5,3,0.666666666666667,7.66666666666667,9.66666666666667,9,0,1
"708","2018-10-22","POR",9,7,7.5,53,2,2,0,9,4,0.5,1,0,10,14,10.5,38.5,4.5,2.5,1,5.5,9.5,9,0,1
"709","2018-10-20","POR",9,8,4,64,2,2,0,6,1,0,1,0,9,16,14,42,6,4,1,3,5,8,0,1
"710","2019-11-12","PHI",9,4.66666666666667,11.6666666666667,85.3333333333333,2,3.66666666666667,0,2.66666666666667,3,4.33333333333333,1,0,16,22.6666666666667,20,70.6666666666667,4,3,2,9.66666666666667,10.6666666666667,5.33333333333333,0,1
"711","2019-11-10","PHI",11.5,4,14,103,2,3,0,1,3,6,1,0,18,28.5,25.5,91,4,4,3,12,12,6,0,1
"712","2019-10-30","PHI",10,4,10,102,2,2,0,0,2,8,1,0,20,28,22,88,2,6,4,18,10,12,0,1
"713","2019-04-10","PHI",9.6,3.8,9.2,63.8,3,3.2,0,5.2,5.2,3.6,1,0,13,10.8,10.4,54.4,6.6,5.8,0.4,8.6,9.4,5.2,0,1
"714","2019-04-04","PHI",9,3.4,7,66.4,2.6,2.2,0,3.8,4.2,4,1,0,13.6,10.2,10.2,56.4,6.6,6,0,8,9.6,6.4,0,1
"715","2019-03-28","PHI",7.4,4.4,6.8,62.4,3,2.6,0,6.8,5.4,4.4,1,0,13.8,11,11.4,56.8,6.8,5.4,0,9,9,5.2,0,1
"716","2019-03-20","PHI",7,6,7.8,60.8,2.2,3.2,0,6.8,6,4,1,0,12.2,11,12.2,56.2,6,6,0,7.2,9,5.6,0,1
"717","2019-03-15","PHI",7.8,6,8,61.2,1.4,3.2,0,6.8,6.6,3.6,1,0,12.4,12.4,13.6,56.6,3.8,4.6,0,7.4,8.4,7,0,1
"718","2019-03-12","PHI",6.2,7,7.6,61.4,1,2.6,0,7,7.8,3.2,1,0,13,11.8,14,55.8,2.6,3.8,0.4,8.4,6.6,7.8,0,1
"719","2019-03-10","PHI",6.4,6.8,8.4,60,2,2.4,0,7.8,9,1.8,1,0,12.8,12.8,13.8,50.2,2.4,3,0.4,9.2,5.8,8,0,1
"720","2019-03-05","PHI",6.6,6.8,8.2,67,2.2,2.4,0,5.4,9.4,2.2,1,0,13.8,12.2,12.4,51,2,3.4,0.4,8.6,5.4,8.2,0,1
"721","2019-03-02","PHI",6,6,6,69.6,2,2.4,0,5.8,9.4,3.2,1,0,12.4,12.4,10.8,50.2,2.4,3.2,0.6,8.6,5,8.4,0,1
"722","2019-02-23","PHI",5.6,5.8,5.6,67,2.8,2.2,0,5.2,6.8,3,1,0,13.8,11.4,9.8,49.6,3.4,3,1,7.8,4.6,6.4,0,1
"723","2019-02-21","PHI",6.8,6.8,6,62,3.4,3.2,0,6.8,5.6,3.8,1,0,12.8,11.2,9.8,45,4,2.4,1,8.4,4.6,6.2,0,1
"724","2019-02-12","PHI",7.2,7,6.2,64.2,2.8,3,0,6.2,5,3.6,1,0,12.8,12,10.4,50,5,3,1.4,7,4.4,4,0,1
"725","2019-02-10","PHI",7.6,6.2,6.2,57.2,2.4,3.6,0,6.8,3.8,3,1,0,13.8,12,10.6,48,5.8,2.8,1.4,6.8,5.2,3.6,0,1
"726","2019-02-08","PHI",8.2,6.8,7.4,57.2,3.8,3.8,0,6.4,3.4,3,1,0,15,10.6,13.4,46.8,6.2,2.2,1.4,7.6,4.8,3.4,0,1
"727","2019-02-05","PHI",8.6,7.4,7.6,58.6,3.6,4.4,0,6.4,4.2,3.2,1,0,14.2,10.6,14.4,44,6,2,1,8.4,4.8,3.4,0,1
"728","2019-01-23","PHI",8.8,6.2,10,61,3.8,4,0,5.2,4.6,3,1,0,14.2,11,17,44.2,4.8,2.2,0.6,7.8,5.6,4.8,0,1
"729","2019-01-21","PHI",7.8,6.8,9.6,62.8,3.4,5.2,0,5.4,3.6,3,1,0,15.2,8.8,19.6,39,3.6,2.2,0.4,8.4,7,6.8,0,1
"730","2019-01-19","PHI",8.4,6.4,8.4,66,3.6,4.2,0,4.6,3.6,3.8,1,0,15.2,10.4,18.8,40.2,2.6,4,0.4,7.6,6,7.8,0,1
"731","2019-01-15","PHI",8,7.4,8.8,66.2,2.8,3.4,0,4.4,4,3.8,1,0,16.4,12,16.2,40.8,2.4,4.2,0.2,7,6.2,9,0,1
"732","2019-01-11","PHI",7,6.8,9,62,3,2.8,0,4.2,3.8,4.2,1,0,15.2,12.6,16.4,42,2.6,5.2,0.2,6.2,7.2,10,0,1
"733","2019-01-08","PHI",6.2,8.2,6.4,60.6,2.4,3,0,3.6,3.4,4.2,1,0,14.4,12.8,14.4,42.2,2.8,5,0.2,5,7,9,0,1
"734","2019-01-05","PHI",7,9.6,6.4,57.2,2.8,1.8,0,2.8,3.4,4.6,1,0,12.4,13.2,11.2,43.8,4.4,5.4,0.2,4.8,7.4,8.2,0,1
"735","2018-12-22","PHI",5.4,10.6,8,54.8,2.6,2.8,0,2.4,3.6,4.8,1,0,10.8,11.6,13.8,41.6,4.2,4.4,0.2,5.6,9.2,9.2,0,1
"736","2018-12-19","PHI",6.6,10.6,6.2,55,2.2,2.8,0,2,4,4.2,1,0,11.4,12.8,14.8,44.8,5.4,4.8,0.2,5.4,10.4,8.8,0,1
"737","2018-12-14","PHI",8.2,11.6,5.2,57.4,1.8,2.8,0,2.6,3.6,4,1,0,11.8,15.2,14,46,4.4,3.6,0.2,6.6,9.6,10,0,1
"738","2018-12-12","PHI",10.2,11.4,5.6,57.4,1.4,1.8,0,3.6,6.4,4.2,1,0,12.4,16.6,13.8,46.8,5.4,3.8,0.2,8,10.8,9.2,0,1
"739","2018-12-10","PHI",10,9.8,6.8,59.6,1.2,2.6,0,4.8,6.8,3.8,1,0,12.8,17.2,14.4,50.8,6,3.2,0,9.8,9,8.8,0,1
"740","2018-12-02","PHI",10.8,9.6,5.6,60.8,2.2,1.6,0,5,7.4,3.8,1,0,12.8,17.2,13.2,52,6.2,2.8,0.4,8.8,7.6,8,0,1
"741","2018-11-30","PHI",9.6,8.4,5.4,62.6,2.6,1.8,0,5,5.8,4.4,1,0,10.6,15.4,11.8,49.8,5.6,2,0.6,8.6,6.2,6.6,0,1
"742","2018-11-28","PHI",9.2,9,7.6,59,2.6,1.6,0,5.4,5.8,5.6,1,0,11.2,14.8,13.8,51.2,6,2.6,1,7,5.6,5,0,1
"743","2018-11-23","PHI",6.6,8.2,7.4,56.8,3,1.6,0,4.8,3.6,4.8,1,0,14.6,14.4,14,49.4,5.6,2.2,1.2,6.6,4.6,5.8,0,1
"744","2018-11-21","PHI",6.8,8.6,6.8,55.8,4,0.8,0,4.4,3.8,6.2,1,0,14.8,15.2,12.6,47.8,3.4,1.8,1.2,7.6,5.4,6.2,0,1
"745","2018-11-19","PHI",7.6,8.6,6.4,55.4,3.4,2.2,0,4.2,2.4,5.4,1,0,19.4,16.6,13,47,4,2,1.2,8.4,5.6,6,0,1
"746","2018-11-16","PHI",9.2,8,7,51,3,1.6,0,4.8,2.8,4.4,1,0,19,18,14.4,49,4.2,2.2,1.4,8.4,6.6,5.8,0,1
"747","2018-11-09","PHI",9.8,8.4,6.2,50.2,3,2,0,3.8,3,4.2,1,0,17.2,16.2,12.2,46.4,5,2.2,1.2,9.8,7.2,7.2,0,1
"748","2018-11-03","PHI",12.8,7.4,6.8,53.8,3.8,2.4,0,4,3.8,5.4,1,0,15.8,16,14.8,51.2,5.4,3.2,1,11.2,7.4,6.4,0,1
"749","2018-11-01","PHI",14,7.25,6,52,3.25,3,0,3.75,3.75,4.75,1,0,17,15.5,17,49.75,6.75,3.75,1.25,9.75,7.5,6.25,0,1
"750","2018-10-29","PHI",15,7.33333333333333,7.33333333333333,51,3.33333333333333,1.33333333333333,0,4,5,5,1,0,11.3333333333333,15,17.3333333333333,52.6666666666667,7,3.33333333333333,1,10.6666666666667,8,5.33333333333333,0,1
"751","2018-10-27","PHI",15.5,8.5,9,52,4,2,0,3.5,5.5,7.5,1,0,13,14,17.5,50,7,4,0.5,13,7,7,0,1
"752","2018-10-20","PHI",19,4,8,62,6,2,0,5,8,7,1,0,21,17,24,53,7,5,0,15,8,3,0,1
"753","2019-11-06","TOR",9.66666666666667,13,12,87.3333333333333,5,11.3333333333333,0,4.66666666666667,8,3.33333333333333,1,0,26.6666666666667,30,13.6666666666667,81.6666666666667,10.6666666666667,6,2.66666666666667,12.3333333333333,10.3333333333333,5.33333333333333,0,1
"754","2019-10-30","TOR",10.5,13.5,14,79.5,3,9,0,4,7,2,1,0,34,33,18.5,85.5,12,5.5,2,13,10.5,5,0,1
"755","2019-10-28","TOR",14,16,13,90,4,12,0,4,4,0,1,0,31,26,15,102,17,7,4,22,8,2,0,1
"756","2019-04-07","TOR",6.6,7,5.2,51.4,5.6,5.6,0.2,4.4,4.2,2.4,1,0,11.8,10.8,7.6,40.8,4.8,8.2,0.6,7.2,9.2,2.8,0,1
"757","2019-04-01","TOR",5.6,6.8,6.4,52.4,5.2,5.2,0.2,4.2,3.2,2,1,0,12.2,12.6,7,40.8,6.2,8.2,0.8,7.2,9,2.6,0,1
"758","2019-03-26","TOR",5.6,7.4,5,50.2,5.6,6.4,0.2,3.8,3,1.8,1,0,13.2,11.4,7,41.2,7,8.4,0.8,7.2,7.2,1.6,0,1
"759","2019-03-24","TOR",5.8,7.4,4.6,50,5.4,5.6,0,4.2,4.4,3,1,0,11.8,12,8.2,42,7.4,8,0.8,7,7.4,1.2,0,1
"760","2019-03-22","TOR",5.2,7,4.2,51.4,4.4,5.8,0,5,3.8,3.8,1,0,12.2,14,10,43.6,7.6,5.8,0.8,7,6.6,2,0,1
"761","2019-03-18","TOR",5.4,6.8,4.8,51.2,4,5.4,0,5.2,4.4,3,1,0,9.6,14,9.8,46.6,7.4,5.4,0.4,6.6,7.2,3.2,0,1
"762","2019-03-14","TOR",5.4,7.4,3.6,50.8,4.8,4.6,0,5.8,5.2,3,1,0,9.2,12.8,9.6,44.8,7.2,5,0.2,7.8,8.8,3.6,0,1
"763","2019-03-05","TOR",7.4,7.8,4,51.8,4.2,4,0,5.6,6.2,3.4,1,0,10.4,14.2,9.4,43.8,8.6,4.8,0.2,7,9.4,4.4,0,1
"764","2019-03-01","TOR",8,8.6,4.4,53.2,4.2,3.6,0,6.4,4.2,3.2,1,0,11.2,13.8,9.4,43,8.4,5.6,0,6.6,8.4,5.4,0,1
"765","2019-02-26","TOR",7.6,8.4,4.4,57.8,4,2.4,0,6.8,5.8,2.8,1,0,11.2,14,9,50,6.8,6.6,0,6.2,8.8,4.6,0,1
"766","2019-02-24","TOR",8.2,7.6,4,56.4,4.2,2,0,6.8,5.6,3,1,0,13,13,9.8,48.4,6.6,7,0,6.2,7.4,3.6,0,1
"767","2019-02-22","TOR",9,7,4.25,58.75,3.75,2,0,6,6,3.25,1,0,14.25,12.5,9.75,50.75,6.25,7.5,0,4.5,6.5,3.5,0,1
