"","Team","PlayerPosition","GameDate","Goals","Assists","Points","PlusMinus","Penalties","EGoals","PPGoals","SHGoals","GWGoals","EVAssits","PPAssits","SHAssits","ShotsOnGoal","ShootingPer","Shits","MP","Hits","Blocks","FaceOffWins","FaceOffLoss","FaceOffPer","GoalsOpp","AssistsOpp","EVAssitsOpp","ShotsOnGoalOpp","HitsOpp","BlocksOpp"
"4854","MTL","D","2018-11-24",0.02,0.26,0.28,0.9,0.2,0,0.02,0,0,0.22,0.04,0,1.24,0.666,25.14,1209.46,1.42,1.74,0,0,0,0.1,0.14,0.1,1.94,1.38,1.46
"4855","MTL","C","2018-11-24",0.3,0.3,0.6,0.9,0.28,0.28,0.02,0,0.02,0.28,0.02,0,2.08,10.666,19.98,909.66,0.98,0.4,2.74,3.44,39.598,0.16,0.36,0.3,2.12,0.88,0.72
"4856","MTL","F","2018-11-24",0.2,0.3,0.5,0.86,0.5,0.18,0.02,0,0.04,0.2,0.1,0,2.1,9.952,20.36,903.14,1.08,0.32,1.98,2.14,18.658,0.16,0.32,0.2,2.3,1.74,0.52
"4857","MTL","D","2018-11-23",0.04,0.24,0.28,1.02,0.16,0.02,0.02,0,0,0.22,0.02,0,1.2,1.666,25.06,1207.68,1.52,1.66,0,0.02,0,0.1,0.28,0.22,1.6,1.16,1.38
"4858","MTL","C","2018-11-23",0.3,0.3,0.6,0.88,0.2,0.3,0,0,0.02,0.26,0.02,0.02,1.82,10.832,19.16,868.9,0.9,0.4,3.26,3.64,41.418,0.24,0.44,0.34,1.86,1.1,0.48
"4859","MTL","F","2018-11-23",0.18,0.38,0.56,1.06,0.54,0.16,0.02,0,0.04,0.32,0.06,0,2.06,9.452,20.42,915.96,1.34,0.38,2,2.46,18.15,0.28,0.32,0.24,1.76,1.22,0.42
"4860","MTL","D","2018-11-21",0.04,0.26,0.3,0.98,0.28,0.02,0.02,0,0,0.24,0.02,0,1.26,1.166,24.8,1188.44,1.3,1.58,0,0,0,0.06,0.22,0.18,1.84,1.36,1.64
"4861","MTL","C","2018-11-21",0.34,0.34,0.68,0.92,0.28,0.32,0.02,0,0.02,0.3,0.04,0,2.16,11.332,19.84,909.12,1,0.44,2.36,3.3,43.56,0.22,0.32,0.24,1.88,1.2,0.4
"4862","MTL","F","2018-11-21",0.2,0.46,0.66,1.1,0.62,0.16,0.02,0.02,0.04,0.4,0.06,0,2.02,8.452,19.94,897.82,1.4,0.42,1.86,2.52,20.878,0.22,0.34,0.3,1.6,1.72,0.36
"4863","MTL","D","2018-11-19",0.04,0.3,0.34,1.12,0.2,0.04,0,0,0,0.28,0.02,0,1.2,2,24.72,1172.42,1.66,1.6,0,0.02,0,0.04,0.18,0.12,1.4,1.22,1.64
"4864","MTL","C","2018-11-19",0.3,0.22,0.52,0.8,0.28,0.3,0,0,0.02,0.2,0,0.02,1.9,10.832,18.66,838.5,0.96,0.4,2.8,3.46,31.778,0.08,0.14,0.08,1.4,1.24,0.4
"4865","MTL","F","2018-11-19",0.16,0.46,0.62,1.18,0.56,0.1,0.04,0.02,0.04,0.4,0.06,0,1.94,7.166,19.68,895.62,1.36,0.48,1.82,2.5,21.274,0.18,0.2,0.16,1.92,1.08,0.6
"4866","MTL","D","2018-11-17",0.04,0.28,0.32,1.1,0.24,0.04,0,0,0,0.26,0.02,0,1.2,2,24.22,1145.68,1.68,1.7,0,0.02,0,0.1,0.42,0.24,1.54,1.42,1.24
"4867","MTL","C","2018-11-17",0.26,0.24,0.5,0.78,0.28,0.26,0,0,0.02,0.22,0,0.02,1.68,9.832,18.38,830.48,1.04,0.44,2.66,3.44,45.418,0.24,0.36,0.22,2.14,1.06,0.6
"4868","MTL","F","2018-11-17",0.18,0.42,0.6,1.24,0.56,0.12,0.04,0.02,0.02,0.38,0.04,0,2.04,7.5,19.92,922.52,1.4,0.48,1.92,2.36,19.392,0.28,0.14,0.1,1.88,1.18,0.32
"4869","MTL","D","2018-11-15",0.04,0.32,0.36,1.12,0.2,0.04,0,0,0,0.3,0.02,0,1.2,2,23.74,1139.1,1.72,1.78,0,0.02,0,0.08,0.24,0.18,1.98,1.02,0.98
"4870","MTL","C","2018-11-15",0.24,0.24,0.48,0.74,0.32,0.24,0,0,0.02,0.22,0,0.02,1.7,7.832,18.22,825.66,0.98,0.42,2.5,3.4,43.436,0.2,0.32,0.26,1.84,1.08,0.64
"4871","MTL","F","2018-11-15",0.16,0.4,0.56,1.28,0.64,0.1,0.04,0.02,0,0.36,0.04,0,2.08,7.334,19.9,927.84,1.44,0.5,2.22,2.46,16.26,0.16,0.36,0.32,1.74,1.02,0.42
"4872","MTL","D","2018-11-13",0.06,0.28,0.34,1.12,0.32,0.04,0.02,0,0,0.22,0.06,0,1.22,2.666,24.36,1165.74,1.58,1.48,0,0.02,0,0.06,0.34,0.24,1.86,1.26,1.2
"4873","MTL","C","2018-11-13",0.24,0.3,0.54,0.7,0.36,0.24,0,0,0.02,0.26,0.02,0.02,1.76,7.332,18.1,813.52,0.9,0.44,2.36,3.06,37.46,0.26,0.26,0.2,1.86,0.92,0.76
"4874","MTL","F","2018-11-13",0.2,0.4,0.6,1.2,0.8,0.14,0.04,0.02,0.02,0.36,0.04,0,2.2,7.406,20.22,941.16,1.54,0.46,2.4,2.88,19.092,0.24,0.42,0.4,1.5,1.18,0.66
"4875","MTL","D","2018-11-10",0.06,0.26,0.32,1,0.42,0.02,0.04,0,0,0.2,0.06,0,1.32,3.666,24.38,1176.18,1.4,1.5,0,0.02,0,0.16,0.28,0.26,1.28,1.28,1.56
"4876","MTL","C","2018-11-10",0.2,0.3,0.5,0.7,0.6,0.18,0.02,0,0,0.26,0.02,0.02,1.94,4.998,18.06,809.84,0.86,0.4,2.3,3.04,46.014,0.36,0.54,0.46,1.78,0.86,0.52
"4877","MTL","F","2018-11-10",0.24,0.3,0.54,1.12,0.8,0.18,0.04,0.02,0.04,0.26,0.04,0,2.22,11.072,20.3,945.48,1.6,0.44,2.58,2.88,14.572,0.28,0.36,0.26,1.88,1.32,0.38
"4878","MTL","D","2018-11-08",0.04,0.22,0.26,1,0.34,0.02,0.02,0,0,0.16,0.06,0,1.3,1.666,23.7,1156.42,1.56,1.38,0,0.02,0,0.14,0.16,0.14,1.48,0.92,1.1
"4879","MTL","C","2018-11-08",0.14,0.3,0.44,0.66,0.68,0.12,0.02,0,0,0.28,0.02,0,1.88,2.832,18.04,808.9,0.86,0.46,2.18,2.98,42.132,0.12,0.34,0.26,1.6,0.84,0.5
"4880","MTL","F","2018-11-08",0.24,0.24,0.48,0.96,0.76,0.2,0.04,0,0.04,0.2,0.04,0,2,11.406,20.8,950.62,1.58,0.48,3.04,2.96,9.526,0.16,0.28,0.18,1.58,0.82,0.54
"4881","MTL","D","2018-11-06",0.08,0.2,0.28,1,0.34,0.04,0.04,0,0,0.16,0.04,0,1.32,4.666,24.26,1166.56,1.7,1.66,0,0.02,0,0.1,0.26,0.2,1.9,1.12,0.98
"4882","MTL","C","2018-11-06",0.12,0.34,0.46,0.64,0.64,0.08,0.04,0,0,0.3,0.04,0,1.88,2.832,18.02,803.1,0.9,0.46,1.9,2.98,40.188,0.12,0.24,0.16,1.8,0.68,0.56
"4883","MTL","F","2018-11-06",0.26,0.22,0.48,0.76,0.68,0.24,0.02,0,0.04,0.18,0.04,0,2.06,12.906,21.08,962.44,1.8,0.38,2.74,2.56,17.1,0.28,0.2,0.16,2.18,1.46,0.34
"4884","MTL","D","2018-11-05",0.06,0.24,0.3,1.04,0.44,0.02,0.04,0,0,0.2,0.04,0,1.38,3.666,24.14,1151.24,1.6,1.7,0,0.02,0,0.02,0.12,0.08,1.62,2.02,1.36
"4885","MTL","C","2018-11-05",0.127659574468085,0.340425531914894,0.468085106382979,0.617021276595745,0.638297872340426,0.0851063829787234,0.0425531914893617,0,0,0.297872340425532,0.0425531914893617,0,1.82978723404255,3.01276595744681,18.1063829787234,814.340425531915,0.914893617021277,0.446808510638298,1.93617021276596,2.91489361702128,45.854,0.14,0.1,0.1,2,1.2,0.28
"4886","MTL","F","2018-11-05",0.3,0.24,0.54,0.78,0.64,0.26,0.04,0,0.06,0.18,0.06,0,2.24,12.924,21,950.42,1.92,0.38,2.92,2.92,7.066,0.08,0.24,0.16,1.58,1.14,0.36
"4887","MTL","D","2018-11-03",0.06,0.28,0.34,0.96,0.48,0.02,0.04,0,0,0.22,0.06,0,1.34,3.666,25.1,1162.54,1.5,1.6,0,0.02,0,0.1,0.18,0.14,1.5,1.24,1.34
"4888","MTL","C","2018-11-03",0.13953488372093,0.372093023255814,0.511627906976744,0.651162790697674,0.651162790697674,0.0930232558139535,0.0465116279069767,0,0,0.325581395348837,0.0465116279069767,0,1.7906976744186,3.29302325581395,18.2325581395349,811.209302325581,0.976744186046512,0.418604651162791,1.81395348837209,2.83720930232558,39.514,0.18,0.46,0.26,1.72,0.86,0.64
"4889","MTL","F","2018-11-03",0.32,0.3,0.62,0.74,0.72,0.28,0.04,0,0.08,0.2,0.1,0,2.2,13.924,21.48,955.78,1.9,0.38,2.68,2.98,25.844,0.26,0.2,0.14,1.88,1.42,0.66
"4890","MTL","D","2018-11-01",0.06,0.24,0.3,0.92,0.52,0.02,0.04,0,0,0.18,0.06,0,1.34,3.666,25.14,1157.9,1.62,1.48,0,0.02,0,0.06,0.24,0.22,1.6,1.38,1.18
"4891","MTL","C","2018-11-01",0.102564102564103,0.358974358974359,0.461538461538462,0.666666666666667,0.717948717948718,0.0512820512820513,0.0512820512820513,0,0,0.307692307692308,0.0512820512820513,0,1.74358974358974,2.34871794871795,18.2564102564103,812.333333333333,0.948717948717949,0.435897435897436,1.74358974358974,2.76923076923077,41.32,0.2,0.24,0.22,1.84,1.02,0.54
"4892","MTL","F","2018-11-01",0.32,0.32,0.64,0.8,0.76,0.26,0.06,0,0.08,0.18,0.14,0,2.02,15.818,21.28,951.8,1.76,0.4,2.8,2.92,9.31,0.2,0.26,0.22,2,0.94,0.48
"4893","MTL","D","2018-10-30",0.06,0.26,0.32,0.96,0.52,0.02,0.04,0,0,0.18,0.06,0.02,1.42,3.666,24.66,1148.2,1.54,1.4,0,0,0,0.1,0.28,0.2,1.36,1.32,1.32
"4894","MTL","C","2018-10-30",0.179487179487179,0.384615384615385,0.564102564102564,0.666666666666667,0.307692307692308,0.153846153846154,0.0256410256410256,0,0.0256410256410256,0.307692307692308,0.0512820512820513,0.0256410256410256,1.8974358974359,7.05128205128205,19.8205128205128,860.128205128205,1.1025641025641,0.564102564102564,1.61538461538462,2.28205128205128,33.372,0.18,0.24,0.22,1.64,1.14,0.58
"4895","MTL","F","2018-10-30",0.32,0.38,0.7,0.76,0.48,0.26,0.06,0,0.08,0.22,0.16,0,2.02,14.152,22.06,984.2,1.48,0.5,3.02,3.06,15.444,0.26,0.28,0.18,1.62,1.44,0.6
"4896","MTL","D","2018-10-27",0.0444444444444444,0.266666666666667,0.311111111111111,0.955555555555556,0.577777777777778,0,0.0444444444444444,0,0,0.177777777777778,0.0666666666666667,0.0222222222222222,1.46666666666667,2.96222222222222,24.7777777777778,1150.66666666667,1.46666666666667,1.42222222222222,0,0,0,0.02,0.16,0.12,1.94,1.36,1.68
"4897","MTL","C","2018-10-27",0.2,0.4,0.6,0.685714285714286,0.285714285714286,0.171428571428571,0.0285714285714286,0,0.0285714285714286,0.314285714285714,0.0571428571428571,0.0285714285714286,1.97142857142857,7.85714285714286,20.0285714285714,868.428571428571,1.17142857142857,0.6,1.45714285714286,2.28571428571429,53.254,0.06,0.26,0.18,1.6,0.84,0.42
"4898","MTL","F","2018-10-27",0.3,0.32,0.62,0.72,0.4,0.22,0.06,0.02,0.06,0.16,0.16,0,2.16,12.152,21.94,983.68,1.46,0.44,2.84,3,8.332,0.22,0.14,0.06,1.86,1.32,0.38
"4899","MTL","D","2018-10-25",0.0434782608695652,0.239130434782609,0.282608695652174,0.956521739130435,0.565217391304348,0,0.0434782608695652,0,0,0.152173913043478,0.0652173913043478,0.0217391304347826,1.45652173913043,2.89782608695652,25.4130434782609,1154.84782608696,1.8695652173913,1.58695652173913,0,0,0,0.02,0.28,0.22,1.16,1.18,1.3
"4900","MTL","C","2018-10-25",0.216216216216216,0.378378378378378,0.594594594594595,0.72972972972973,0.648648648648649,0.162162162162162,0.0540540540540541,0,0.027027027027027,0.297297297297297,0.0540540540540541,0.027027027027027,1.91891891891892,8.33243243243243,19.3513513513514,846.621621621622,1.32432432432432,0.594594594594595,1.24324324324324,2.2972972972973,38.358,0.14,0.14,0.08,1.96,1,0.64
"4901","MTL","F","2018-10-25",0.26,0.4,0.66,0.66,0.36,0.18,0.06,0.02,0.06,0.24,0.16,0,2.3,9.484,22.76,1019.96,1.58,0.6,3.08,3.56,20.942,0.14,0.12,0.08,2.02,1.52,0.46
"4902","MTL","D","2018-10-23",0.025,0.225,0.25,0.95,0.55,0,0.025,0,0,0.15,0.05,0.025,1.35,2.5,25.55,1155.5,1.9,1.475,0,0,0,0.04,0.3,0.2,1.3,1.08,1.66
"4903","MTL","C","2018-10-23",0.25,0.4375,0.6875,0.75,0.625,0.1875,0.0625,0,0.03125,0.34375,0.0625,0.03125,2,9.634375,19.40625,851.28125,1.28125,0.625,1.21875,2.3125,32.386,0.22,0.32,0.2,2.08,1.04,0.6
"4904","MTL","F","2018-10-23",0.255813953488372,0.395348837209302,0.651162790697674,0.627906976744186,0.372093023255814,0.186046511627907,0.0465116279069767,0.0232558139534884,0.0465116279069767,0.27906976744186,0.116279069767442,0,2.2093023255814,9.92093023255814,22.953488372093,1031.93023255814,1.44186046511628,0.604651162790698,3.04651162790698,3.7906976744186,13.952,0.22,0.28,0.18,1.78,1.06,0.5
"4905","MTL","D","2018-10-20",0.032258064516129,0.258064516129032,0.290322580645161,0.967741935483871,0.516129032258065,0,0.032258064516129,0,0,0.193548387096774,0.032258064516129,0.032258064516129,1.45161290322581,3.2258064516129,25.6129032258065,1160.87096774194,2.19354838709677,1.54838709677419,0,0,0,0.1,0.24,0.2,1.9,1.56,1.64
"4906","MTL","C","2018-10-20",0.259259259259259,0.444444444444444,0.703703703703704,0.814814814814815,0.740740740740741,0.185185185185185,0.0740740740740741,0,0.037037037037037,0.333333333333333,0.0740740740740741,0.037037037037037,2.25925925925926,9.56666666666667,19.6666666666667,852.074074074074,1.25925925925926,0.666666666666667,1.14814814814815,2.22222222222222,38.162,0.08,0.36,0.3,1.96,0.92,0.46
"4907","MTL","F","2018-10-20",0.25,0.388888888888889,0.638888888888889,0.638888888888889,0.333333333333333,0.194444444444444,0.0277777777777778,0.0277777777777778,0.0555555555555556,0.277777777777778,0.111111111111111,0,2.13888888888889,9.90555555555556,23.1666666666667,1047.63888888889,1.38888888888889,0.694444444444444,3.08333333333333,3.83333333333333,13.188,0.36,0.3,0.16,2.22,1.22,0.34
"4908","MTL","D","2018-10-17",0,0.28,0.28,1.04,0.44,0,0,0,0,0.2,0.04,0.04,1.6,0,25.64,1167.16,2.44,1.44,0,0,0,0,0.3,0.24,1.58,0.94,1.6
"4909","MTL","C","2018-10-17",0.333333333333333,0.476190476190476,0.80952380952381,0.857142857142857,0.380952380952381,0.285714285714286,0.0476190476190476,0,0.0476190476190476,0.333333333333333,0.0952380952380952,0.0476190476190476,2.52380952380952,12.3,20.5714285714286,862,1.23809523809524,0.619047619047619,1.95238095238095,2.76190476190476,36.984,0.2,0.24,0.2,1.64,0.5,0.48
"4910","MTL","F","2018-10-17",0.257142857142857,0.342857142857143,0.6,0.657142857142857,0.285714285714286,0.2,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.257142857142857,0.0857142857142857,0,2.14285714285714,11.6171428571429,22,990.885714285714,1.48571428571429,0.6,2.88571428571429,3.4,15.846,0.3,0.18,0.14,2.22,1.24,0.46
"4911","MTL","D","2018-10-15",0,0.166666666666667,0.166666666666667,0.875,0.25,0,0,0,0,0.0833333333333333,0.0416666666666667,0.0416666666666667,1.45833333333333,0,25.9166666666667,1152.70833333333,2.20833333333333,1.25,0,0,0,0.04,0.38,0.3,1.3,1.22,1.42
"4912","MTL","C","2018-10-15",0.25,0.3125,0.5625,0.875,0.375,0.1875,0.0625,0,0.0625,0.1875,0.0625,0.0625,2.6875,6.25,20.6875,865.375,1.375,0.625,1.875,2.3125,37.982,0.18,0.26,0.2,1.74,0.76,0.58
"4913","MTL","F","2018-10-15",0.178571428571429,0.321428571428571,0.5,0.607142857142857,0.285714285714286,0.142857142857143,0,0.0357142857142857,0,0.25,0.0714285714285714,0,2.10714285714286,8.33214285714286,22.3214285714286,997.821428571429,1.67857142857143,0.571428571428571,2.92857142857143,3.57142857142857,14.75,0.4,0.26,0.14,2.28,0.98,0.22
"4914","MTL","D","2018-10-13",0,0.111111111111111,0.111111111111111,1.05555555555556,0.222222222222222,0,0,0,0,0.0555555555555556,0,0.0555555555555556,1.38888888888889,0,24.6666666666667,1137.61111111111,2.44444444444444,1.33333333333333,0,0,0,0.0465116279069767,0.13953488372093,0.116279069767442,1.34883720930233,1.88372093023256,1.09302325581395
"4915","MTL","C","2018-10-13",0.25,0.416666666666667,0.666666666666667,1,1.33333333333333,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0.25,0.0833333333333333,0.0833333333333333,2.83333333333333,8.33333333333333,20.5,901.666666666667,1.83333333333333,0.833333333333333,1.25,2.25,34.9428571428571,0.142857142857143,0.238095238095238,0.214285714285714,2.19047619047619,1.19047619047619,0.595238095238095
"4916","MTL","F","2018-10-13",0.19047619047619,0.285714285714286,0.476190476190476,0.571428571428571,0.380952380952381,0.142857142857143,0,0.0476190476190476,0,0.238095238095238,0.0476190476190476,0,2,10.3142857142857,21.4285714285714,952.809523809524,1.61904761904762,0.571428571428571,2.52380952380952,3.47619047619048,24.8159090909091,0.181818181818182,0.113636363636364,0.113636363636364,1.90909090909091,1.75,0.318181818181818
"4917","MTL","D","2018-10-11",0,0.166666666666667,0.166666666666667,1.08333333333333,0.166666666666667,0,0,0,0,0.0833333333333333,0,0.0833333333333333,1.25,0,24.5833333333333,1145.25,2.25,1.41666666666667,0,0,0,0,0.478260869565217,0.260869565217391,1.78260869565217,1.17391304347826,1.34782608695652
"4918","MTL","C","2018-10-11",0.3,0.5,0.8,1,0.4,0.2,0.1,0,0.1,0.3,0.1,0.1,2.2,10,19.8,836.3,1.3,1,1.2,2.3,32.695652173913,0.260869565217391,0.173913043478261,0.130434782608696,2.39130434782609,0.391304347826087,0.652173913043478
"4919","MTL","F","2018-10-11",0.285714285714286,0.428571428571429,0.714285714285714,0.5,0.428571428571429,0.214285714285714,0,0.0714285714285714,0,0.357142857142857,0.0714285714285714,0,2,15.4714285714286,22.1428571428571,956.714285714286,1.85714285714286,0.785714285714286,2.78571428571429,3.71428571428571,17.8107142857143,0.321428571428571,0.428571428571429,0.214285714285714,2.46428571428571,1.39285714285714,0.25
"4920","MTL","D","2018-10-06",0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,1.16666666666667,0,25.3333333333333,1144.16666666667,2.33333333333333,0.833333333333333,0,0,0,0.285714285714286,0.285714285714286,0.285714285714286,1.42857142857143,2,1.57142857142857
"4921","MTL","C","2018-10-06",0.2,0.4,0.6,0.6,0,0,0.2,0,0,0.2,0.2,0,1.8,6.66,19.8,839.4,1.4,0.8,0.2,2.6,29.2857142857143,0.285714285714286,0.428571428571429,0.428571428571429,1.85714285714286,1.57142857142857,1
"4922","MTL","F","2018-10-06",0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.857142857142857,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,2.85714285714286,4.75714285714286,22.7142857142857,966.571428571429,1.85714285714286,1,3.57142857142857,3.42857142857143,20,0.4,0.2,0.2,2.6,1.8,0.4
"4923","WPG","D","2019-11-05",0.04,0.3,0.34,0.98,0.32,0.02,0.02,0,0,0.18,0.12,0,1.78,2.334,23.66,1227.58,1.82,0.76,0,0,0,0.08,0.24,0.18,1.5,0.84,0.98
"4924","WPG","F","2019-11-05",0.28,0.32,0.6,0.74,0.34,0.26,0.02,0,0.06,0.26,0.06,0,2.26,11.234,20.82,976.6,0.82,0.32,2.24,2.4,24.804,0.14,0.22,0.18,1.92,0.8,0.46
"4925","WPG","D","2019-11-02",0.02,0.26,0.28,1.06,0.32,0,0.02,0,0,0.16,0.1,0,1.66,0.334,22.6,1170.16,1.5,0.74,0,0,0,0.08,0.44,0.4,1.52,1.18,1.28
"4926","WPG","F","2019-11-02",0.2,0.26,0.46,0.72,0.16,0.2,0,0,0.04,0.22,0.04,0,2.1,7.9,20.28,982.58,0.78,0.3,2.24,2.06,28.966,0.38,0.4,0.36,1.88,1.08,0.44
"4927","WPG","D","2019-11-01",0.06,0.28,0.34,1.06,0.28,0.04,0.02,0,0,0.18,0.1,0,1.76,3.334,22.9,1169.32,1.54,0.66,0,0,0,0.1,0.2,0.14,1.62,1.24,0.9
"4928","WPG","F","2019-11-01",0.16,0.14,0.3,0.68,0.12,0.14,0.02,0,0.02,0.12,0.02,0,2.22,5.8,19.58,956.04,0.72,0.28,2.18,2.02,26.048,0.2,0.26,0.18,2.14,0.94,0.48
"4929","WPG","D","2019-10-29",0.06,0.24,0.3,0.84,0.32,0.04,0.02,0,0,0.14,0.1,0,1.56,3.334,22.7,1160.78,1.34,0.78,0,0,0,0.06,0.32,0.28,1.3,1.16,1.34
"4930","WPG","F","2019-10-29",0.12,0.1,0.22,0.42,0.2,0.06,0.06,0,0.02,0.06,0.04,0,2.16,5.3,19.12,949.8,0.62,0.26,2.02,1.9,34.684,0.26,0.34,0.32,2,1.4,0.58
"4931","WPG","D","2019-10-26",0.06,0.22,0.28,0.88,0.32,0.06,0,0,0,0.12,0.1,0,1.52,5,22.96,1164.32,1.24,0.64,0,0,0,0.04,0.32,0.28,1.22,0.96,1.38
"4932","WPG","F","2019-10-26",0.1,0.08,0.18,0.52,0.16,0.04,0.06,0,0,0.04,0.04,0,1.92,4.3,19.82,970,0.88,0.22,2.32,2.06,27.548,0.2,0.2,0.2,1.84,0.94,0.52
"4933","WPG","D","2019-10-22",0.06,0.26,0.32,0.78,0.32,0.06,0,0,0,0.14,0.12,0,1.5,5,23.12,1184.26,1.3,0.8,0,0,0,0.04,0.18,0.06,1.68,0.78,1.44
"4934","WPG","F","2019-10-22",0.14,0.12,0.26,0.66,0.16,0.04,0.1,0,0,0.06,0.06,0,2.12,6.132,20.16,979.48,0.88,0.3,2.32,2.06,22.482,0.2,0.2,0.14,1.68,0.7,0.62
"4935","WPG","D","2019-10-20",0.08,0.24,0.32,1.02,0.4,0.08,0,0,0,0.12,0.12,0,1.42,6,22.96,1166.5,1.12,0.74,0,0,0,0.1,0.36,0.26,1.36,1.04,1.08
"4936","WPG","F","2019-10-20",0.24,0.22,0.46,0.86,0.24,0.14,0.1,0,0.04,0.14,0.08,0,2.18,10.198,19.84,974.54,1.12,0.3,2.5,2.22,24.968,0.24,0.28,0.22,1.64,0.9,0.36
"4937","WPG","D","2019-10-17",0.08,0.24,0.32,1.02,0.4,0.08,0,0,0,0.14,0.1,0,1.38,6,22.82,1164.42,1.08,0.84,0,0,0,0.02,0.26,0.18,1.32,1.52,1.4
"4938","WPG","F","2019-10-17",0.26,0.4,0.66,0.96,0.24,0.18,0.08,0,0.06,0.32,0.08,0,1.98,11.464,19.74,964.24,1.38,0.38,2.12,2.42,27.384,0.14,0.22,0.22,1.56,0.98,0.44
"4939","WPG","D","2019-10-15",0.08,0.2,0.28,0.96,0.36,0.08,0,0,0,0.14,0.06,0,1.34,6,22.8,1146.74,1.3,0.94,0,0,0,0.06,0.44,0.38,1.32,1.1,1.16
"4940","WPG","F","2019-10-15",0.24,0.38,0.62,1,0.2,0.2,0.04,0,0.06,0.34,0.04,0,1.88,10.564,20.04,956.56,1.4,0.48,2.12,2.4,24.04,0.36,0.44,0.42,2.3,1.18,0.4
"4941","WPG","D","2019-10-13",0.08,0.2,0.28,0.92,0.78,0.08,0,0,0,0.16,0.04,0,1.2,6,22.48,1132.32,1.3,1.02,0,0,0,0.06,0.44,0.38,1.32,1.1,1.16
"4942","WPG","F","2019-10-13",0.24,0.46,0.7,0.88,0.2,0.22,0.02,0,0.06,0.44,0.02,0,1.88,10.898,19.92,957.48,1.34,0.46,2.04,2.32,24.04,0.36,0.44,0.42,2.3,1.18,0.4
"4943","WPG","D","2019-10-12",0.08,0.16,0.24,1.02,0.82,0.08,0,0,0,0.14,0.02,0,1.18,6,22.7,1125.22,1.36,1.08,0,0,0,0.1,0.22,0.08,1.96,1.3,1.02
"4944","WPG","F","2019-10-12",0.26,0.46,0.72,1.14,0.12,0.24,0.02,0,0.04,0.44,0.02,0,2.18,9.91,20.22,958.5,1.34,0.44,2.08,2.32,27.848,0.24,0.38,0.34,1.94,1.2,0.32
"4945","WPG","D","2019-10-10",0.08,0.16,0.24,0.84,0.86,0.08,0,0,0,0.14,0.02,0,1.12,6,22.52,1122.74,1.28,1.1,0,0,0,0.1,0.24,0.18,1.96,1.32,1.22
"4946","WPG","F","2019-10-10",0.22,0.42,0.64,0.96,0.12,0.18,0.04,0,0.04,0.4,0.02,0,2.22,9.176,20.98,971,1.3,0.36,1.88,2,27.59,0.22,0.36,0.28,2.08,1.04,0.38
"4947","WPG","D","2019-10-08",0.1,0.2,0.3,0.5,0.2,0.1,0,0,0,0.2,0,0,1.4,5,22.4,1062.4,1,0.7,0,0,0,0.12,0.26,0.16,1.82,1.46,1.3
"4948","WPG","F","2019-10-08",0.22,0.32,0.54,0.94,0.24,0.18,0.04,0,0.02,0.28,0.02,0.02,2.52,10.51,21.2,998.96,1.06,0.44,1.8,1.8,27.59,0.22,0.36,0.28,2.08,1.04,0.38
"4949","WPG","D","2019-10-06",0.04,0.14,0.18,0.88,0.82,0.04,0,0,0,0.14,0,0,0.82,3,20.46,1021.46,1.54,1.28,0,0,0,0.12,0.32,0.22,1.44,0.98,0.92
"4950","WPG","F","2019-10-06",0.24,0.34,0.58,1,0.32,0.2,0.04,0,0.02,0.28,0.04,0.02,2.52,11.01,21.6,1012.88,1.22,0.38,1.76,1.56,29.772,0.22,0.22,0.18,2.06,0.98,0.5
"4951","WPG","D","2019-10-04",0.02,0.18,0.2,0.9,0.86,0,0.02,0,0,0.16,0.02,0,0.98,2,21.68,1111.16,1.32,1.46,0,0,0,0.1,0.24,0.2,1.74,1.22,1.3
"4952","WPG","F","2019-10-04",0.3,0.28,0.58,1.04,0.36,0.24,0.06,0,0.04,0.2,0.06,0.02,2.8,11.41,21.62,1029.86,1.2,0.4,1.66,1.3,12.406,0.2,0.42,0.4,1.72,0.96,0.3
"4953","WPG","D","2019-10-03",0.02,0.14,0.16,0.9,0.82,0,0.02,0,0,0.14,0,0,0.9,2,21.66,1120.86,1.2,1.42,0,0,0,0.1,0.24,0.2,1.74,1.22,1.3
"4954","WPG","F","2019-10-03",0.26,0.22,0.48,0.96,0.46,0.22,0.04,0,0.04,0.14,0.06,0.02,2.36,11.566,21.1,1029.06,1.1,0.38,1.4,1,12.406,0.2,0.42,0.4,1.72,0.96,0.3
"4955","WPG","D","2019-04-06",0.02,0.26,0.28,1.02,0.38,0,0,0.02,0,0.22,0.04,0,1.46,0.666,21.74,1154.34,1.74,1.34,0,0,0,0.06,0.26,0.18,1.46,1.68,1.48
"4956","WPG","C","2019-04-06",0.24,0.18,0.42,0.52,0.24,0.16,0.08,0,0.04,0.16,0.02,0,1.6,12.966,17.5,819.12,1.16,0.46,3.6,3.28,34.218,0.12,0.22,0.16,1.96,0.82,0.3
"4957","WPG","F","2019-04-06",0.24,0.26,0.5,1.06,0.32,0.22,0.02,0,0.06,0.2,0.04,0.02,2.16,8.898,21.42,980.82,0.86,0.42,2.7,2.36,11.732,0.24,0.2,0.08,1.94,1.1,0.38
