"","Team","PlayerPosition","GameDate","Goals","Assists","Points","PlusMinus","Penalties","EGoals","PPGoals","SHGoals","GWGoals","EVAssits","PPAssits","SHAssits","ShotsOnGoal","ShootingPer","Shits","MP","Hits","Blocks","FaceOffWins","FaceOffLoss","FaceOffPer","GoalsOpp","AssistsOpp","EVAssitsOpp","ShotsOnGoalOpp","HitsOpp","BlocksOpp"
"1742","TOR","C","2019-02-25",0.26,0.34,0.6,0.64,0.18,0.18,0.08,0,0.02,0.18,0.16,0,2.42,10.232,19.98,936.54,0.82,0.7,4.24,3.8,42.83,0.22,0.24,0.14,1.54,1.38,0.6
"1743","TOR","F","2019-02-25",0.26,0.4,0.66,0.88,0.28,0.2,0.04,0.02,0.02,0.34,0.04,0.02,2.08,11.432,21.72,958,0.66,0.5,0.1,0.1,12.366,0.16,0.24,0.2,1.46,1.36,0.36
"1744","TOR","D","2019-02-23",0.04,0.16,0.2,0.86,0.52,0.04,0,0,0.02,0.08,0.04,0.04,1.54,2.5,24.6,1152.56,1.4,1.48,0,0,0,0.08,0.22,0.2,1.46,1.76,1.38
"1745","TOR","C","2019-02-23",0.14,0.22,0.36,0.42,0.1,0.1,0.04,0,0,0.12,0.1,0,2.02,4.332,18.52,858.52,0.84,0.64,3.54,3.24,45.266,0.16,0.42,0.24,1.94,0.96,0.56
"1746","TOR","F","2019-02-23",0.24,0.36,0.6,0.88,0.28,0.18,0.04,0.02,0.02,0.3,0.04,0.02,1.96,10.766,21.46,953.22,0.66,0.46,0.1,0.04,12.022,0.22,0.24,0.14,1.6,1.42,0.4
"1747","TOR","D","2019-02-21",0.08,0.18,0.26,0.92,0.44,0.06,0.02,0,0.04,0.1,0.04,0.04,1.54,4.166,24.76,1154.16,1.34,1.54,0,0,0,0.14,0.24,0.22,1.62,0.86,1.14
"1748","TOR","C","2019-02-21",0.16,0.3,0.46,0.62,0.26,0.12,0.04,0,0.02,0.2,0.1,0,2.1,7.332,18.94,865.26,0.92,0.84,3.4,3.46,36.77,0.26,0.6,0.42,1.78,0.7,0.6
"1749","TOR","F","2019-02-21",0.22,0.38,0.6,0.86,0.32,0.16,0.04,0.02,0.02,0.32,0.04,0.02,1.68,10.566,21.46,940.78,0.64,0.44,0.1,0.04,14.274,0.28,0.44,0.36,2.06,0.78,0.38
"1750","TOR","D","2019-02-19",0.1,0.22,0.32,0.98,0.36,0.06,0.04,0,0.04,0.12,0.06,0.04,1.58,4.832,24.62,1150.66,1.4,1.64,0,0,0,0.02,0.34,0.26,1.54,1.62,1.38
"1751","TOR","C","2019-02-19",0.18,0.34,0.52,0.74,0.26,0.12,0.06,0,0.04,0.22,0.12,0,2.4,7.666,19.08,879.48,0.94,0.74,3.06,3.14,38.95,0.2,0.32,0.24,1.88,1.38,0.6
"1752","TOR","F","2019-02-19",0.24,0.4,0.64,0.96,0.28,0.18,0.04,0.02,0.04,0.34,0.04,0.02,1.72,11.232,21.42,932.26,0.66,0.46,0.08,0.04,14.15,0.36,0.12,0.06,2.38,1.48,0.52
"1753","TOR","D","2019-02-16",0.12,0.3,0.42,1.02,0.32,0.08,0.04,0,0.04,0.2,0.06,0.04,1.82,5.332,25.04,1157.7,1.38,1.34,0,0,0,0.02,0.2,0.18,1.66,1.48,1.4
"1754","TOR","C","2019-02-16",0.22,0.44,0.66,0.84,0.3,0.16,0.06,0,0.04,0.32,0.12,0,2.48,9.166,19.46,872.18,0.76,0.82,3.22,3.32,33.744,0.18,0.12,0.1,1.86,0.96,0.5
"1755","TOR","F","2019-02-16",0.24,0.38,0.62,0.92,0.24,0.18,0.04,0.02,0.02,0.32,0.04,0.02,1.94,9.23,22.92,991.4,0.58,0.5,0.16,0.1,16.374,0.14,0.26,0.24,2.12,1.56,0.34
"1756","TOR","D","2019-02-14",0.1,0.24,0.34,0.98,0.2,0.06,0.04,0,0.02,0.22,0.02,0,1.56,4.832,24.66,1164.78,1.22,1.38,0,0,0,0.1,0.26,0.22,1.48,1.2,1.28
"1757","TOR","C","2019-02-14",0.22,0.4,0.62,0.9,0.3,0.18,0.04,0,0.06,0.32,0.08,0,2.42,10.166,19.4,874.2,0.82,0.76,3.44,3.18,43.168,0.2,0.44,0.32,1.54,0.76,0.46
"1758","TOR","F","2019-02-14",0.26,0.38,0.64,1.02,0.32,0.24,0.02,0,0.04,0.32,0.06,0,1.68,10.898,21.34,918.38,0.68,0.46,0.1,0.06,19.066,0.28,0.34,0.22,1.88,1.44,0.34
"1759","TOR","D","2019-02-12",0.14,0.28,0.42,0.98,0.2,0.1,0.04,0,0.02,0.24,0.04,0,1.6,6.832,25.26,1198.44,1.22,1.32,0,0,2,0.06,0.22,0.2,1.52,1.3,1.4
"1760","TOR","C","2019-02-12",0.2,0.3,0.5,1,0.38,0.2,0,0,0.04,0.3,0,0,2.24,9.498,19.12,874.76,0.9,0.68,3.44,2.92,38.232,0.2,0.24,0.22,2.04,1.02,0.54
"1761","TOR","F","2019-02-12",0.26,0.34,0.6,1.02,0.28,0.24,0.02,0,0.04,0.3,0.04,0,1.78,12.564,21.36,922.48,0.56,0.46,0.12,0.08,13.064,0.14,0.4,0.32,1.92,1.12,0.34
"1762","TOR","D","2019-02-10",0.16,0.3,0.46,0.96,0.24,0.12,0.04,0,0.02,0.26,0.04,0,1.5,7.332,25.88,1209.88,1.38,1.36,0,0,0,0.1,0.24,0.18,1.66,1.2,1.54
"1763","TOR","C","2019-02-10",0.28,0.34,0.62,1.04,0.36,0.28,0,0,0.06,0.34,0,0,1.82,11.664,19.5,876.38,0.94,0.64,3.42,3.1,35.124,0.22,0.24,0.24,2.24,1.2,0.5
"1764","TOR","F","2019-02-10",0.26,0.36,0.62,1.08,0.28,0.24,0.02,0,0.04,0.32,0.04,0,1.78,12.23,21.66,927.84,0.56,0.48,0.1,0.08,12.706,0.22,0.44,0.38,1.72,1.6,0.46
"1765","TOR","D","2019-02-09",0.14,0.34,0.48,1.12,0.24,0.1,0.04,0,0.02,0.3,0.04,0,1.4,5.332,26.16,1223.02,1.3,1.3,0,0.02,0,0.1,0.28,0.24,1.54,1.28,1.28
"1766","TOR","C","2019-02-09",0.26,0.38,0.64,1,0.2,0.24,0.02,0,0.04,0.36,0.02,0,1.86,8.064,19.36,869.54,0.88,0.4,3.7,2.98,42.13,0.2,0.34,0.22,2.08,1.16,0.5
"1767","TOR","F","2019-02-09",0.26,0.36,0.62,1.06,0.32,0.24,0.02,0,0.04,0.32,0.04,0,1.8,10.896,21.82,941.32,0.68,0.48,0.08,0.1,13.854,0.22,0.28,0.22,2.36,1.4,0.22
"1768","TOR","D","2019-02-06",0.12,0.34,0.46,1.08,0.2,0.08,0.04,0,0,0.3,0.04,0,1.3,4.332,26.3,1219.7,1.5,1.3,0,0.02,0,0.06,0.16,0.16,1.3,1.26,1.18
"1769","TOR","C","2019-02-06",0.22,0.34,0.56,0.96,0.2,0.2,0.02,0,0.04,0.32,0.02,0,1.8,7.064,19.3,864.64,0.9,0.32,3.9,2.86,37.964,0.16,0.32,0.28,1.62,1,0.64
"1770","TOR","F","2019-02-06",0.24,0.32,0.56,1.1,0.32,0.22,0.02,0,0.04,0.28,0.04,0,1.8,8.896,21.9,944.46,0.72,0.54,0.08,0.1,8.632,0.2,0.26,0.2,1.96,1.4,0.34
"1771","TOR","D","2019-02-04",0.08,0.32,0.4,1,0.2,0.08,0,0,0,0.3,0.02,0,1.3,3,27.22,1241.54,1.5,1.26,0,0.02,0,0.06,0.16,0.16,1.32,1.26,1.22
"1772","TOR","C","2019-02-04",0.24,0.26,0.5,1.04,0.2,0.22,0.02,0,0.04,0.24,0.02,0,1.56,9.064,19.02,854.78,0.94,0.36,3.78,2.86,37.358,0.14,0.28,0.24,1.58,0.96,0.66
"1773","TOR","F","2019-02-04",0.22,0.28,0.5,1.04,0.36,0.2,0.02,0,0.02,0.26,0.02,0,1.86,7.94,21.82,956.66,0.72,0.5,0.08,0.1,10.708,0.22,0.28,0.22,2.02,1.56,0.4
"1774","TOR","D","2019-02-02",0.06,0.28,0.34,1.06,0.32,0.06,0,0,0,0.26,0.02,0,1.22,2.5,27.5,1252.3,1.44,1.36,0,0.02,0,0.12,0.26,0.24,1.5,1,1.32
"1775","TOR","C","2019-02-02",0.2,0.28,0.48,1,0.28,0.18,0.02,0,0.02,0.26,0.02,0,1.5,7.564,18.94,840.3,0.88,0.26,3.68,3,38.796,0.22,0.3,0.24,1.96,0.42,0.4
"1776","TOR","F","2019-02-02",0.22,0.26,0.48,1.02,0.36,0.2,0.02,0,0.02,0.24,0.02,0,1.9,7.94,21.9,964.4,0.66,0.38,0.1,0.12,8.004,0.26,0.3,0.24,1.76,1.12,0.26
"1777","TOR","D","2019-02-01",0.06,0.3,0.36,1.08,0.32,0.06,0,0,0,0.28,0.02,0,1.4,2.5,27.72,1263.7,1.56,1.3,0,0.02,0,0.06,0.24,0.24,1.34,1.62,1.58
"1778","TOR","C","2019-02-01",0.16,0.3,0.46,1.14,0.2,0.14,0.02,0,0.02,0.26,0.04,0,1.58,6.232,19.22,840.54,0.94,0.36,3.78,2.86,42.096,0.26,0.36,0.32,1.82,0.96,0.76
"1779","TOR","F","2019-02-01",0.28,0.32,0.6,1.04,0.28,0.26,0.02,0,0.06,0.28,0.04,0,1.92,10.274,21.98,969.96,0.66,0.48,0.12,0.12,7.59,0.12,0.26,0.26,1.94,1.34,0.54
"1780","TOR","D","2019-01-23",0.08,0.26,0.34,0.98,0.32,0.08,0,0,0,0.26,0,0,1.38,5.5,25.62,1151.66,1.38,1.26,0,0.02,0,0.06,0.18,0.18,1.58,1.6,1.42
"1781","TOR","C","2019-01-23",0.08,0.24,0.32,1.06,0.24,0.08,0,0,0,0.22,0.02,0,1.48,4.332,19.3,835.48,0.9,0.4,3.76,3.12,35.032,0.34,0.28,0.24,1.74,0.72,0.8
"1782","TOR","F","2019-01-23",0.3,0.4,0.7,0.86,0.2,0.26,0.04,0,0.08,0.34,0.06,0,1.74,12.442,21.52,949.88,0.52,0.34,0.18,0.14,13.99,0.02,0.24,0.18,1.96,1.28,0.44
"1783","TOR","D","2019-01-20",0.06,0.26,0.32,0.92,0.24,0.06,0,0,0,0.26,0,0,1.34,4.5,25.68,1148.86,1.24,1.24,0,0.02,0,0.08,0.3,0.2,1.62,1.14,1.6
"1784","TOR","C","2019-01-20",0.1,0.2,0.3,1.04,0.32,0.1,0,0,0.02,0.18,0.02,0,1.56,3.998,19.42,842.08,0.84,0.5,3.66,3.52,35.718,0.2,0.28,0.22,1.9,0.9,0.32
"1785","TOR","F","2019-01-20",0.32,0.34,0.66,1.02,0.36,0.3,0.02,0,0.08,0.3,0.04,0,1.98,11.608,21.96,975.7,0.68,0.46,0.14,0.18,13.87,0.2,0.26,0.22,1.9,0.96,0.24
"1786","TOR","D","2019-01-18",0.04,0.28,0.32,1.04,0.32,0.04,0,0,0,0.28,0,0,1.38,4,25.92,1164.46,1.3,1.18,0,0.02,0,0.02,0.24,0.22,1.58,0.72,1.3
"1787","TOR","C","2019-01-18",0.12,0.24,0.36,1.02,0.36,0.12,0,0,0.02,0.22,0.02,0,1.66,4.664,19.48,845.24,0.78,0.66,3.56,3.46,42.992,0.14,0.18,0.16,1.42,1,0.52
"1788","TOR","F","2019-01-18",0.34,0.44,0.78,1.08,0.28,0.3,0.04,0,0.08,0.38,0.06,0,2,12.274,22.04,979.18,0.66,0.5,0.18,0.18,20.048,0.26,0.28,0.16,2.04,1.26,0.54
"1789","TOR","D","2019-01-17",0.04,0.28,0.32,0.98,0.24,0.04,0,0,0,0.28,0,0,1.38,4,25.78,1168.82,1.18,1.16,0,0,0,0,0.14,0.12,1.78,0.98,1.14
"1790","TOR","C","2019-01-17",0.1,0.22,0.32,1.04,0.36,0.1,0,0,0.04,0.2,0.02,0,1.8,3.332,19.14,861.28,0.8,0.7,3.98,3.32,34.482,0.12,0.12,0.1,1.74,1.12,0.6
"1791","TOR","F","2019-01-17",0.34,0.4,0.74,1.02,0.28,0.3,0.04,0,0.06,0.34,0.06,0,1.82,12.274,21.86,976.36,0.64,0.42,0.18,0.18,17.948,0.2,0.28,0.2,1.86,1.2,0.5
"1792","TOR","D","2019-01-14",0.04,0.26,0.3,1,0.2,0.04,0,0,0,0.26,0,0,1.36,4,25.86,1174.22,1.18,1.12,0,0,0,0.04,0.24,0.16,1.12,1.54,1.38
"1793","TOR","C","2019-01-14",0.1,0.18,0.28,0.92,0.4,0.1,0,0,0.04,0.16,0.02,0,2.06,3.332,18.98,860.28,0.82,0.7,4.1,3.4,33.076,0.1,0.28,0.2,1.24,1.24,0.54
"1794","TOR","F","2019-01-14",0.34,0.38,0.72,0.92,0.36,0.3,0.04,0,0.06,0.32,0.06,0,1.9,11.942,22.06,982.76,0.62,0.36,0.16,0.18,14.104,0.34,0.24,0.22,1.9,1.52,0.38
"1795","TOR","D","2019-01-12",0.06,0.36,0.42,1.06,0.2,0.06,0,0,0,0.32,0.04,0,1.44,4.5,25.9,1181.2,1.1,1.18,0,0,0,0.04,0.28,0.24,1.46,1.44,1.62
"1796","TOR","C","2019-01-12",0.18,0.22,0.4,0.92,0.44,0.16,0.02,0,0.04,0.2,0.02,0,1.9,6.798,18.58,846.5,0.64,0.72,4.28,3.4,30.26,0.14,0.26,0.2,1.46,0.8,0.58
"1797","TOR","F","2019-01-12",0.32,0.34,0.66,0.96,0.36,0.3,0.02,0,0.06,0.3,0.04,0,2.06,11.176,22.22,991.4,0.52,0.38,0.14,0.22,9.296,0.22,0.12,0.12,1.66,1.5,0.3
"1798","TOR","D","2019-01-10",0.08,0.32,0.4,1.14,0.2,0.08,0,0,0,0.28,0.04,0,1.34,5.5,25.36,1180.68,1.02,1.24,0,0,0,0.1,0.38,0.3,1.44,1.1,1.08
"1799","TOR","C","2019-01-10",0.16,0.3,0.46,0.84,0.4,0.14,0.02,0,0.02,0.28,0.02,0,1.84,6.632,18.5,864.04,0.58,0.62,4.16,3.12,35.744,0.2,0.32,0.18,1.62,1.16,0.76
"1800","TOR","F","2019-01-10",0.3,0.36,0.66,0.96,0.36,0.26,0.04,0,0.06,0.32,0.04,0,1.98,9.176,22.22,984.08,0.6,0.4,0.1,0.2,11.634,0.18,0.28,0.18,1.66,1.14,0.52
"1801","TOR","D","2019-01-07",0.08,0.4,0.48,1.16,0.16,0.08,0,0,0,0.36,0.04,0,1.5,5.5,25.5,1181.92,0.92,1.22,0,0,0,0.12,0.16,0.16,1.12,1.3,1.52
"1802","TOR","C","2019-01-07",0.2,0.36,0.56,0.88,0.4,0.18,0.02,0,0.02,0.32,0.04,0,1.98,9.632,18.5,862.04,0.62,0.56,4.34,3.18,37.334,0.14,0.26,0.24,1.92,1.12,0.34
"1803","TOR","F","2019-01-07",0.3,0.38,0.68,0.9,0.36,0.28,0.02,0,0.06,0.34,0.04,0,1.88,10.51,21.26,941.9,0.56,0.38,0.1,0.18,15.588,0.14,0.14,0.14,1.38,1.72,0.36
"1804","TOR","D","2019-01-05",0.06,0.36,0.42,1.04,0.12,0.06,0,0,0,0.32,0.04,0,1.42,3.5,24.96,1170.5,0.94,1.16,0,0,0,0.08,0.38,0.3,1.52,1.42,1.38
"1805","TOR","C","2019-01-05",0.24,0.44,0.68,0.84,0.4,0.18,0.06,0,0.02,0.36,0.08,0,1.9,10.3,18.9,874.64,0.52,0.46,4.32,3.28,32.684,0.2,0.36,0.2,1.6,1,0.44
"1806","TOR","F","2019-01-05",0.3,0.38,0.68,0.96,0.32,0.26,0.04,0,0.06,0.34,0.04,0,1.84,10.51,21.32,937.12,0.48,0.36,0.16,0.16,18.196,0.3,0.28,0.24,1.78,0.9,0.56
"1807","TOR","D","2019-01-03",0.08,0.36,0.44,1.14,0.16,0.08,0,0,0.02,0.32,0.04,0,1.42,4.166,25.26,1168.3,0.88,1.3,0,0,0,0.04,0.2,0.14,1.64,1.54,1.52
"1808","TOR","C","2019-01-03",0.28,0.46,0.74,0.88,0.32,0.22,0.06,0,0.04,0.38,0.08,0,1.8,11.8,19.34,869.14,0.46,0.46,4.14,3.48,38.168,0.22,0.28,0.22,2.22,0.96,0.48
"1809","TOR","F","2019-01-03",0.28,0.42,0.7,0.96,0.4,0.24,0.04,0,0.06,0.38,0.04,0,1.74,10.732,21.76,946.48,0.44,0.34,0.16,0.16,11.834,0.28,0.32,0.32,1.68,1.42,0.42
"1810","TOR","D","2018-12-29",0.1,0.42,0.52,1.12,0.34,0.1,0,0,0.02,0.36,0.06,0,1.4,4.832,25.48,1170.74,0.9,1.4,0,0.02,0,0.08,0.24,0.2,1.28,1.9,1.5
"1811","TOR","C","2018-12-29",0.3,0.46,0.76,0.88,0.32,0.24,0.06,0,0.04,0.38,0.08,0,1.82,12.466,19.52,874.12,0.54,0.4,4.2,3.6,35.1,0.24,0.28,0.18,1.72,1.18,0.66
"1812","TOR","F","2018-12-29",0.28,0.52,0.8,0.9,0.36,0.24,0.04,0,0.06,0.46,0.06,0,1.66,10.732,22.22,956.1,0.42,0.36,0.16,0.2,14.038,0.26,0.26,0.16,1.62,1.32,0.48
"1813","TOR","D","2018-12-28",0.1,0.48,0.58,1.16,0.34,0.1,0,0,0.02,0.42,0.06,0,1.4,4.832,25.38,1167.02,0.92,1.28,0,0.02,0,0.02,0.18,0.1,1.32,1.04,1.58
"1814","TOR","C","2018-12-28",0.26,0.42,0.68,0.9,0.28,0.22,0.04,0,0.04,0.36,0.06,0,2.02,11.4,19.78,888.9,0.64,0.46,4.22,3.88,38.388,0.1,0.32,0.22,1.62,0.88,0.56
"1815","TOR","F","2018-12-28",0.26,0.58,0.84,0.86,0.36,0.22,0.04,0,0.04,0.48,0.1,0,1.54,9.732,22.3,955.32,0.42,0.36,0.18,0.2,19.934,0.2,0.16,0.06,1.62,1.34,0.5
"1816","TOR","D","2018-12-23",0.1,0.52,0.62,1.1,0.42,0.1,0,0,0.02,0.44,0.08,0,1.56,4.832,26.58,1224.34,0.86,1.34,0,0.02,0,0.04,0.24,0.22,1.42,1.32,1.22
"1817","TOR","C","2018-12-23",0.26,0.42,0.68,0.86,0.5,0.22,0.04,0,0.04,0.34,0.08,0,1.94,11.4,20.26,887.44,0.8,0.52,4.38,4.08,38.67,0.2,0.28,0.22,1.62,1.04,0.66
"1818","TOR","F","2018-12-23",0.28,0.62,0.9,0.94,0.28,0.24,0.04,0,0.04,0.52,0.1,0,1.66,9.898,22.3,956.36,0.48,0.34,0.18,0.16,11.54,0.24,0.3,0.26,2.14,1.52,0.5
"1819","TOR","D","2018-12-22",0.08,0.54,0.62,1.04,0.5,0.08,0,0,0.02,0.44,0.1,0,1.58,4.332,26.92,1219.66,0.9,1.36,0,0.02,0,0.08,0.06,0.06,1.26,1.02,1.06
"1820","TOR","C","2018-12-22",0.3,0.36,0.66,0.94,0.5,0.26,0.04,0,0.04,0.28,0.08,0,1.96,12.4,20.16,861.84,0.76,0.56,4.02,3.94,34.516,0.06,0.2,0.18,1.72,0.9,0.44
"1821","TOR","F","2018-12-22",0.22,0.6,0.82,0.94,0.28,0.18,0.04,0,0.02,0.5,0.1,0,1.6,7.898,22.26,945.28,0.44,0.38,0.16,0.16,10.028,0.16,0.16,0.12,1.72,1.2,0.44
"1822","TOR","D","2018-12-20",0.1,0.44,0.54,1,0.42,0.1,0,0,0.02,0.38,0.06,0,1.5,4.998,26.6,1227.24,0.9,1.56,0,0.02,0,0.1,0.04,0.04,1.08,1.44,1.22
"1823","TOR","C","2018-12-20",0.22,0.32,0.54,0.92,0.58,0.22,0,0,0.02,0.3,0.02,0,1.96,9.732,20,867.9,0.86,0.52,4.2,4,32.998,0.04,0.2,0.16,1.72,1.3,0.44
"1824","TOR","F","2018-12-20",0.22,0.52,0.74,0.96,0.28,0.2,0.02,0,0.02,0.44,0.08,0,1.64,8.232,22.1,944.86,0.42,0.4,0.14,0.16,7.584,0.1,0.16,0.12,1.46,0.92,0.36
"1825","TOR","D","2018-12-18",0.08,0.42,0.5,0.9,0.38,0.08,0,0,0.02,0.36,0.06,0,1.46,3.998,25.9,1165.56,1.06,1.54,0,0.02,0,0.08,0.24,0.14,1.6,1.94,1.28
"1826","TOR","C","2018-12-18",0.2,0.2,0.4,0.86,1.06,0.2,0,0,0.02,0.18,0.02,0,2,8.698,20.84,901.18,0.94,0.54,4.14,3.78,35.502,0.22,0.34,0.2,2.1,1.06,0.56
"1827","TOR","F","2018-12-18",0.22,0.46,0.68,0.92,0.28,0.2,0.02,0,0.02,0.38,0.08,0,1.68,8.066,22.32,955.9,0.46,0.36,0.14,0.16,12.096,0.26,0.38,0.3,2.04,1.4,0.38
"1828","TOR","D","2018-12-15",0.1,0.32,0.42,0.92,0.38,0.1,0,0,0.02,0.26,0.06,0,1.44,4.998,25.52,1169.42,1.02,1.68,0,0.02,0,0.08,0.38,0.28,1.64,1.38,1.66
"1829","TOR","C","2018-12-15",0.28,0.22,0.5,0.88,1.02,0.26,0.02,0,0.04,0.2,0.02,0,1.94,13.032,20.64,888.46,0.92,0.5,4.26,3.82,39.844,0.28,0.32,0.22,1.32,0.84,0.58
"1830","TOR","F","2018-12-15",0.18,0.52,0.7,0.98,0.2,0.16,0.02,0,0.02,0.44,0.08,0,1.72,6.732,22.32,955,0.52,0.38,0.16,0.18,15.128,0.32,0.4,0.32,1.94,0.88,0.54
"1831","TOR","D","2018-12-13",0.1,0.36,0.46,1.04,0.34,0.1,0,0,0.02,0.3,0.06,0,1.4,4.998,26,1178.18,0.9,1.52,0,0.02,0,0.06,0.16,0.14,0.94,1.2,1.36
"1832","TOR","C","2018-12-13",0.32,0.32,0.64,0.76,0.54,0.24,0.08,0,0.06,0.24,0.08,0,1.88,13.498,19.64,844.94,0.78,0.48,4.36,3.66,39.054,0.16,0.24,0.24,1.56,1.26,0.8
"1833","TOR","F","2018-12-13",0.16,0.54,0.7,1.04,0.2,0.14,0.02,0,0.02,0.46,0.08,0,1.56,6.332,22.32,953.4,0.54,0.4,0.16,0.18,10.59,0.16,0.22,0.2,1.88,1.38,0.42
"1834","TOR","D","2018-12-11",0.1,0.36,0.46,1.08,0.3,0.1,0,0,0,0.3,0.06,0,1.4,6.332,25.84,1179.82,0.86,1.42,0,0.02,0,0.08,0.14,0.12,1.4,1.84,1.44
"1835","TOR","C","2018-12-11",0.28,0.26,0.54,0.72,0.46,0.2,0.08,0,0.06,0.16,0.1,0,2,9.384,19.66,861.52,0.8,0.38,4.86,3.98,36.418,0.06,0.18,0.14,1.72,1.06,0.66
"1836","TOR","F","2018-12-11",0.24,0.56,0.8,1.08,0.2,0.2,0.02,0.02,0.04,0.46,0.08,0.02,1.7,8.332,22.18,956.84,0.5,0.36,0.16,0.14,14.638,0.18,0.18,0.16,1.68,1.38,0.36
"1837","TOR","D","2018-12-08",0.08,0.3,0.38,1.06,0.12,0.08,0,0,0,0.26,0.04,0,1.3,5.666,25.54,1178,0.96,1.46,0,0,0,0.1,0.34,0.3,1.5,1.6,1.44
"1838","TOR","C","2018-12-08",0.36,0.24,0.6,0.68,0.28,0.28,0.08,0,0.06,0.16,0.08,0,2.18,11.882,20.26,909.66,0.8,0.46,4.48,4.02,39.608,0.16,0.24,0.22,1.52,0.66,0.7
"1839","TOR","F","2018-12-08",0.22,0.58,0.8,0.98,0.24,0.2,0,0.02,0.04,0.44,0.12,0.02,1.78,7.666,22.28,967.94,0.52,0.38,0.18,0.22,14.242,0.16,0.3,0.28,1.64,1.86,0.42
"1840","TOR","D","2018-12-06",0.08,0.3,0.38,1.06,0.12,0.08,0,0,0,0.26,0.04,0,1.24,5.666,25.7,1184.24,0.94,1.54,0,0,0,0.08,0.28,0.22,1.6,1.4,1.58
"1841","TOR","C","2018-12-06",0.32,0.26,0.58,0.82,0.32,0.24,0.08,0,0.06,0.18,0.08,0,2.34,10.55,20.64,928.5,0.86,0.48,4.5,4.18,37.814,0.18,0.22,0.14,1.94,0.88,0.5
"1842","TOR","F","2018-12-06",0.22,0.54,0.76,1.02,0.28,0.2,0,0.02,0.04,0.4,0.12,0.02,1.8,8,22.12,956.68,0.52,0.32,0.12,0.26,18.298,0.32,0.32,0.22,2.08,1.1,0.56
"1843","TOR","D","2018-12-04",0.08,0.26,0.34,1,0.12,0.08,0,0,0.02,0.22,0.04,0,1.3,4.166,25.52,1176.36,0.98,1.56,0,0,0,0.04,0.22,0.12,1.46,1.58,1.28
"1844","TOR","C","2018-12-04",0.3,0.26,0.56,0.74,0.28,0.22,0.08,0,0.04,0.18,0.08,0,2.26,10.416,19.5,895.44,0.92,0.46,4.54,4.12,38.352,0.22,0.26,0.18,1.7,0.98,0.4
"1845","TOR","F","2018-12-04",0.24,0.52,0.76,1,0.24,0.22,0,0.02,0.04,0.38,0.12,0.02,1.86,8.666,21.76,947.5,0.58,0.36,0.12,0.26,14.65,0.2,0.26,0.16,1.72,1.4,0.42
"1846","TOR","D","2018-12-01",0.08,0.24,0.32,1.04,0.08,0.08,0,0,0.02,0.22,0.02,0,1.28,4.166,25.26,1172.34,0.98,1.46,0.02,0,0,0.04,0.26,0.2,1.46,1.3,1.7
"1847","TOR","C","2018-12-01",0.28,0.22,0.5,0.8,0.24,0.22,0.06,0,0.04,0.14,0.08,0,2.4,7.882,21.02,955.08,0.92,0.42,4.92,4.56,39.988,0.3,0.46,0.36,1.62,0.7,0.46
"1848","TOR","F","2018-12-01",0.3,0.36,0.66,0.86,0.12,0.24,0.04,0.02,0.08,0.28,0.06,0.02,1.84,15,19.22,866.5,0.5,0.28,0.26,0.22,8.086,0.14,0.16,0.14,1.66,1.5,0.4
"1849","TOR","D","2018-11-28",0.1,0.24,0.34,1,0.08,0.1,0,0,0.02,0.22,0.02,0,1.36,4.832,25.26,1166.58,0.94,1.4,0.02,0,0,0.1,0.26,0.22,1.74,1.48,1.28
"1850","TOR","C","2018-11-28",0.2,0.2,0.4,0.9,0.36,0.2,0,0,0.02,0.16,0.04,0,2.32,7.75,21.24,963.46,0.92,0.36,4.82,4.48,37.212,0.12,0.16,0.16,1.56,0.96,0.54
"1851","TOR","F","2018-11-28",0.3,0.28,0.58,0.86,0.12,0.24,0.04,0.02,0.08,0.22,0.04,0.02,2,15,19.58,878.34,0.56,0.26,0.24,0.5,16.846,0.12,0.2,0.14,1.32,1.6,0.44
"1852","TOR","D","2018-11-26",0.06,0.32,0.38,1.1,0.08,0.06,0,0,0.02,0.3,0.02,0,1.46,3.166,25.62,1166.46,1,1.3,0.02,0,0,0,0.22,0.14,1.64,1.48,1.3
"1853","TOR","C","2018-11-26",0.18,0.18,0.36,0.92,0.32,0.18,0,0,0.02,0.18,0,0,2.14,7.084,20.36,916.92,0.84,0.38,4.52,4.38,41.436,0.14,0.14,0.08,2.04,1.14,0.38
"1854","TOR","F","2018-11-26",0.3,0.24,0.54,0.94,0.2,0.28,0,0.02,0.04,0.18,0.04,0.02,2.04,14,19.92,873.66,0.46,0.22,0.22,0.6,16.598,0.12,0.2,0.16,1.76,1.66,0.54
"1855","TOR","D","2018-11-24",0.08,0.3,0.38,1.02,0.2,0.08,0,0,0.02,0.28,0.02,0,1.34,4.166,25.16,1162.92,1.14,1.36,0.02,0,0,0.02,0.28,0.24,1.4,1.38,1.36
"1856","TOR","C","2018-11-24",0.2,0.28,0.48,0.82,0.32,0.14,0.06,0,0.04,0.24,0.04,0,1.94,7.632,20.46,913.96,0.94,0.42,4.68,4.12,40.972,0.2,0.22,0.18,2.18,1.12,0.78
"1857","TOR","F","2018-11-24",0.22,0.2,0.42,0.86,0.2,0.2,0,0.02,0.02,0.14,0.04,0.02,2.1,9.166,19.88,876.16,0.54,0.24,0.26,0.68,13.588,0.22,0.26,0.18,2.4,1.24,0.66
